Index,symbol,company_Name,macro,sector,industry,basic_Industry, last_Price , total_Market_Cap , free_float
1837,VINATIORGA,Vinati Organics Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals," 1,689.90 "," 1,736,913.86 "," 434,228.47 "
1877,WHIRLPOOL,Whirlpool of India Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Household Appliances," 1,325.70 "," 1,681,939.85 "," 420,484.96 "
1663,SWANENERGY,Swan Energy Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects, 607.00 ," 1,601,976.19 "," 432,533.57 "
1764,TTML,Tata Teleservices (Maharashtra) Limited,Telecommunication,Telecommunication,Telecom - Services,Telecom - Cellular & Fixed line services, 90.50 ," 1,769,209.59 "," 459,994.49 "
1411,RITES,RITES Limited,Industrials,Construction,Construction,Civil Construction, 676.80 ," 1,626,363.17 "," 455,381.69 "
324,CESC,CESC Limited,Utilities,Power,Power,Integrated Power Utilities, 133.35 ," 1,767,648.17 "," 830,794.64 "
574,GET&D,GE T&D India Limited,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment, 627.00 ," 1,605,411.77 "," 385,298.83 "
739,IDFC,IDFC Limited,Financial Services,Financial Services,Finance,Holding Company, 116.40 ," 1,862,381.88 "," 1,545,776.96 "
308,CASTROLIND,Castrol India Limited,Energy,Oil Gas & Consumable Fuels,Petroleum Products,Lubricants, 175.40 ," 1,734,920.66 "," 850,111.12 "
882,KAJARIACER,Kajaria Ceramics Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Ceramics," 1,340.00 "," 2,134,061.22 "," 1,109,711.83 "
1906,ZFCVINDIA,ZF Commercial Vehicle Control Systems India Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments," 16,678.00 "," 3,163,413.66 "," 790,853.41 "
908,KEI,KEI Industries Limited,Industrials,Capital Goods,Industrial Products,Cables - Electricals," 3,182.00 "," 2,871,482.56 "," 1,780,319.19 "
1149,NATIONALUM,National Aluminium Company Limited,Commodities,Metals & Mining,Non - Ferrous Metals,Aluminium, 142.05 ," 2,608,935.45 "," 1,278,378.37 "
1688,TATAMTRDVR,Tata Motors Limited,Consumer Discretionary,Automobile and Auto Components,Automobiles,Passenger Cars & Utility Vehicles, 537.90 ," 2,735,237.08 "," 2,516,418.11 "
284,BSE,BSE Limited,Financial Services,Financial Services,Capital Markets,Exchange and Data Platform," 2,142.00 "," 2,899,761.61 "," 2,899,761.61 "
1612,STARHEALTH,Star Health and Allied Insurance Company Limited,Financial Services,Financial Services,Insurance,General Insurance, 555.20 ," 3,248,514.46 "," 747,158.33 "
887,KALYANKJIL,Kalyan Jewellers India Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Gems Jewellery And Watches, 354.80 ," 3,654,628.25 "," 804,018.21 "
1855,VOLTAS,Voltas Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Household Appliances," 1,005.00 "," 3,325,391.64 "," 2,294,520.23 "
412,DELHIVERY,Delhivery Limited,Services,Services,Transport Services,Logistics Solution Provider, 401.30 ," 2,955,122.04 "," 1,477,561.02 "
1798,UNOMINDA,UNO Minda Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments, 686.90 ," 3,936,812.34 "," 1,220,411.83 "
1635,SUNDARMFIN,Sundaram Finance Limited,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)," 3,540.00 "," 3,933,076.64 "," 2,399,176.75 "
586,GLAXO,GlaxoSmithKline Pharmaceuticals Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals," 2,186.00 "," 3,703,215.90 "," 888,771.82 "
959,L&TFH,L&T Finance Holdings Limited,Financial Services,Financial Services,Finance,Investment Company, 166.80 ," 4,149,280.37 "," 1,369,262.52 "
1691,TATATECH,Tata Technologies Limited,Information Technology,Information Technology,IT - Services,IT Enabled Services," 1,145.45 "," 4,646,730.18 "," 557,607.62 "
1773,UBL,United Breweries Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Beverages,Breweries & Distilleries," 1,838.60 "," 4,861,353.07 "," 1,361,178.86 "
1647,SUPREMEIND,Supreme Industries Limited,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial," 4,020.00 "," 5,106,480.17 "," 2,604,304.89 "
1744,TORNTPOWER,Torrent Power Limited,Utilities,Power,Power,Integrated Power Utilities, 998.20 ," 4,797,516.74 "," 1,679,130.86 "
172,AUROPHARMA,Aurobindo Pharma Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals," 1,155.00 "," 6,767,590.93 "," 3,248,443.65 "
1453,SAIL,Steel Authority of India Limited,Commodities,Metals & Mining,Ferrous Metals,Iron & Steel, 119.50 ," 4,935,977.72 "," 1,727,592.20 "
1117,MRF,MRF Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Tyres & Rubber Products," 136,800.10 "," 5,801,887.87 "," 2,784,906.18 "
1660,SUZLON,Suzlon Energy Limited,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment, 42.45 ," 5,763,839.95 "," 4,380,518.37 "
1727,TIINDIA,Tube Investments of India Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments," 3,940.00 "," 7,619,053.60 "," 4,114,288.95 "
1775,UCOBANK,UCO Bank,Financial Services,Financial Services,Banks,Public Sector Bank, 41.25 ," 4,931,832.75 "," 246,591.64 "
1197,NMDC,NMDC Limited,Commodities,Metals & Mining,Minerals & Mining,Industrial Minerals, 217.25 ," 6,366,741.21 "," 2,483,029.07 "
760,INDHOTEL,The Indian Hotels Company Limited,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts, 473.40 ," 6,738,528.16 "," 4,177,887.46 "
1896,YESBANK,Yes Bank Limited,Financial Services,Financial Services,Banks,Private Sector Bank, 24.90 ," 7,161,632.00 "," 4,368,595.52 "
1067,MCDOWELL-N,United Spirits Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Beverages,Breweries & Distilleries," 1,098.00 "," 7,986,312.37 "," 3,194,524.95 "
1914,ZYDUSLIFE,Zydus Lifesciences Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals, 736.50 ," 7,454,883.48 "," 1,863,720.87 "
1542,SHRIRAMFIN,Shriram Finance Limited,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)," 2,318.00 "," 8,707,621.24 "," 6,443,639.72 "
1768,TVSMOTOR,TVS Motor Company Limited,Consumer Discretionary,Automobile and Auto Components,Automobiles,2/3 Wheelers," 1,950.00 "," 9,264,198.72 "," 4,539,457.37 "
1821,VEDL,Vedanta Limited,Commodities,Metals & Mining,Diversified Metals,Diversified Metals, 263.85 ," 9,807,848.66 "," 3,530,825.52 "
989,LODHA,Macrotech Developers Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects," 1,057.00 "," 10,194,439.49 "," 2,548,609.87 "
1791,UNIONBANK,Union Bank of India,Financial Services,Financial Services,Banks,Public Sector Bank, 140.50 ," 10,414,489.74 "," 2,395,332.64 "
1753,TRENT,Trent Limited,Consumer Discretionary,Consumer Services,Retailing,Speciality Retail," 3,243.00 "," 11,528,458.36 "," 7,147,644.18 "
783,INDUSINDBK,IndusInd Bank Limited,Financial Services,Financial Services,Banks,Private Sector Bank," 1,508.35 "," 11,730,923.37 "," 9,971,284.86 "
1910,ZOMATO,Zomato Limited,Consumer Discretionary,Consumer Services,Retailing,E-Retail/ E-Commerce, 135.40 ," 11,794,579.81 "," 7,194,693.68 "
1689,TATAPOWER,Tata Power Company Limited,Utilities,Power,Power,Integrated Power Utilities, 366.00 ," 11,694,942.74 "," 6,198,319.65 "
1387,RECLTD,REC Limited,Financial Services,Financial Services,Finance,Financial Institution, 470.00 ," 12,376,152.80 "," 5,816,791.82 "
622,GRASIM,Grasim Industries Limited,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products," 2,087.00 "," 14,202,446.14 "," 7,953,369.84 "
1548,SIEMENS,Siemens Limited,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment," 4,192.00 "," 14,928,561.09 "," 3,732,140.27 "
1690,TATASTEEL,TATA Steel Limited,Commodities,Metals & Mining,Ferrous Metals,Iron & Steel, 134.15 ," 16,496,872.14 "," 10,887,935.61 "
654,HAL,Hindustan Aeronautics Limited,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense," 2,905.25 "," 19,429,585.69 "," 5,440,283.99 "
1783,ULTRACEMCO,UltraTech Cement Limited,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products," 10,029.40 "," 28,953,641.58 "," 11,581,456.63 "
1687,TATAMOTORS,Tata Motors Limited,Consumer Discretionary,Automobile and Auto Components,Automobiles,Passenger Cars & Utility Vehicles, 810.55 ," 26,933,337.29 "," 14,274,668.76 "
936,KOTAKBANK,Kotak Mahindra Bank Limited,Financial Services,Financial Services,Banks,Private Sector Bank," 1,775.00 "," 35,280,828.29 "," 26,107,812.93 "
818,ITC,ITC Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Diversified FMCG,Diversified FMCG, 457.50 ," 57,082,005.08 "," 40,528,223.61 "
1490,SBIN,State Bank of India,Financial Services,Financial Services,Banks,Public Sector Bank, 615.00 ," 54,886,363.39 "," 23,601,136.26 "
88,ALPSINDUS,Alps Industries Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products, 2.25 , 880.07 , -   
401,DCMFINSERV,DCM Financial Services Limited,Financial Services,Financial Services,Finance,Investment Company, 5.15 , 967.27 , -   
1352,RADAAN,Radaan Mediaworks India Limited,Consumer Discretionary,Media Entertainment & Publication,Entertainment,Media & Entertainment, 1.65 , 893.67 , 437.90 
125,ARENTERP,Rajdarshan Industries Limited,Services,Services,Commercial Services & Supplies,Trading & Distributors, 51.25 ," 1,593.00 ", 573.48 
1006,LYPSAGEMS,Lypsa Gems & Jewellery Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Gems Jewellery And Watches, 6.85 ," 2,019.65 "," 1,292.58 "
434,DIGJAMLMTD,Digjam Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products, 83.00 ," 1,660.00 ", 166.00 
293,CALSOFT,California Software Company Limited,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting, 18.75 ," 2,898.21 "," 1,825.87 "
787,INFOMEDIA,Infomedia Press Limited,Consumer Discretionary,Media Entertainment & Publication,Printing & Publication,Printing & Publication, 6.45 ," 3,237.52 "," 1,586.39 "
916,KHAITANLTD,Khaitan (India) Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Consumer Electronics, 66.60 ," 3,163.50 "," 1,265.40 "
898,KAVVERITEL,Kavveri Telecom Products Limited,Telecommunication,Telecommunication,Telecom - Equipment & Accessories,Telecom - Equipment & Accessories, 14.05 ," 2,827.46 "," 2,261.97 "
954,KSHITIJPOL,Kshitij Polyline Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Printing Inks, 6.50 ," 3,292.40 "," 2,337.61 "
33,ACEINTEG,Ace Integrated Solutions Limited,Services,Services,Commercial Services & Supplies,Diversified Commercial Services, 40.20 ," 4,100.40 "," 1,066.10 "
364,COUNCODOS,Country Condo's Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects, 5.15 ," 3,996.26 ", -   
2,21STCENMGM,21st Century Management Services Limited,Financial Services,Financial Services,Capital Markets,Other Capital Market related Services, 40.55 ," 4,257.75 "," 1,277.33 "
206,BALKRISHNA,Balkrishna Paper Mills Limited,Commodities,Forest Materials,Paper Forest & Jute Products,Paper & Paper Products, 50.50 ," 5,423.62 "," 2,223.68 "
43,ADL,Archidply Decor Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Plywood Boards/ Laminates, 91.45 ," 5,090.34 "," 1,374.39 "
970,LAXMICOT,Laxmi Cotspin Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products, 30.40 ," 5,212.89 "," 2,189.41 "
605,GODHA,Godha Cabcon & Insulation Limited,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products, 0.70 ," 4,663.68 ", -   
256,BINANIIND,Binani Industries Limited,Financial Services,Financial Services,Finance,Holding Company, 17.90 ," 5,614.55 ", -   
757,IMPEXFERRO,Impex Ferro Tech Limited,Commodities,Metals & Mining,Ferrous Metals,Ferro & Silica Manganese, 5.45 ," 4,792.27 "," 1,485.60 "
1011,MADHAV,Madhav Marbles and Granites Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Granites & Marbles, 66.00 ," 5,905.02 "," 3,247.76 "
513,EXCEL,Excel Realty N Infra Limited,Services,Services,Commercial Services & Supplies,Trading & Distributors, 0.55 ," 5,431.18 ", -   
666,HBSL,HB Stockholdings Limited,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC), 77.00 ," 5,496.00 "," 2,088.48 "
289,BURNPUR,Burnpur Cement Limited,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products, 7.00 ," 6,028.71 "," 5,908.13 "
90,AMBICAAGAR,Ambica Agarbathies & Aroma industries Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Household Products,Household Products, 29.60 ," 5,084.51 "," 2,796.48 "
1656,SUULD,Suumaya Industries Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products, 9.55 ," 5,993.61 "," 4,375.34 "
591,GLOBE,Globe Textiles (India) Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products, 4.05 ," 6,121.23 ", -   
67,AJOONI,Ajooni Biotech Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Animal Feed, 6.60 ," 5,782.51 "," 4,221.23 "
27,ABMINTLLTD,ABM International Limited,Services,Services,Commercial Services & Supplies,Trading & Distributors, 57.75 ," 5,433.12 "," 1,303.95 "
975,LFIC,Lakshmi Finance & Industrial Corporation Limited,Financial Services,Financial Services,Finance,Investment Company, 176.70 ," 5,301.00 "," 2,332.44 "
147,ASHOKAMET,Ashoka Metcast Limited,Commodities,Metals & Mining,Metals & Minerals Trading,Trading - Metals, 25.10 ," 6,274.00 "," 2,258.64 "
68,AKASH,Akash Infra-Projects Limited,Industrials,Construction,Construction,Civil Construction, 40.25 ," 6,787.17 "," 1,696.79 "
6,3PLAND,3P Land Holdings Limited,Financial Services,Financial Services,Finance,Investment Company, 35.00 ," 6,300.00 "," 1,575.00 "
979,LIBAS,Libas Consumer Products Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels, 19.15 ," 5,044.99 "," 3,481.04 "
891,KANANIIND,Kanani Industries Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Gems Jewellery And Watches, 10.05 ," 9,942.87 "," 3,877.72 "
841,JETFREIGHT,Jet Freight Logistics Limited,Services,Services,Transport Services,Logistics Solution Provider, 16.20 ," 7,517.41 "," 3,683.53 "
69,AKG,Akg Exim Limited,Services,Services,Commercial Services & Supplies,Trading & Distributors, 23.10 ," 7,340.39 "," 3,082.96 "
215,BANG,Bang Overseas Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels, 58.15 ," 7,885.14 ", -   
1094,MITTAL,Mittal Life Style Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels, 2.25 ," 6,658.51 "," 2,463.65 "
211,BANARBEADS,Banaras Beads Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Gems Jewellery And Watches, 101.85 ," 6,758.99 "," 2,500.83 "
831,JAIPURKURT,Nandani Creation Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels, 70.50 ," 8,060.93 "," 3,949.86 "
1499,SECURCRED,SecUR Credentials Limited,Services,Services,Commercial Services & Supplies,Diversified Commercial Services, 20.50 ," 8,417.87 "," 8,417.87 "
560,GATECH,GACM Technologies Limited,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied, 2.45 ," 9,739.73 ", -   
19,AARVEEDEN,Aarvee Denims & Exports Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products, 29.50 ," 6,920.64 "," 2,283.81 "
130,AROGRANITE,Aro Granite Industries Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Granites & Marbles, 62.00 ," 9,486.00 "," 5,501.88 "
640,GTECJAINX,G-TEC JAINX EDUCATION LIMITED,Consumer Discretionary,Consumer Services,Other Consumer Services,E-Learning, 80.00 ," 8,151.28 "," 3,179.00 "
974,LEXUS,Lexus Granito (India) Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Ceramics, 36.20 ," 7,309.04 "," 3,142.89 "
912,KEYFINSERV,Keynote Financial Services Limited,Financial Services,Financial Services,Finance,Other Financial Services, 132.40 ," 9,292.28 "," 1,951.38 "
313,CELEBRITY,Celebrity Fashions Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels, 18.95 ," 10,243.25 "," 6,043.52 "
1068,MCL,Madhav Copper Limited,Industrials,Capital Goods,Industrial Products,Aluminium Copper & Zinc Products, 40.50 ," 10,992.83 "," 3,737.56 "
435,DIL,Debock Industries Limited,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts, 9.00 ," 9,824.82 "," 6,484.38 "
704,HISARMETAL,Hisar Metal Industries Limited,Industrials,Capital Goods,Industrial Products,Iron & Steel Products, 192.60 ," 10,400.40 "," 3,952.15 "
415,DELTAMAGNT,Delta Manufacturing Limited,Industrials,Capital Goods,Industrial Products,Other Industrial Products, 98.00 ," 10,634.10 "," 2,977.55 "
632,GROBTEA,The Grob Tea Company Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Tea & Coffee, 957.55 ," 11,129.89 "," 2,114.68 "
528,FIBERWEB,Fiberweb (India) Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products, 42.60 ," 12,265.27 "," 6,623.24 "
71,AKSHAR,Akshar Spintex Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products, 4.65 ," 11,624.54 "," 6,044.76 "
56,AGROPHOS,Agro Phos India Limited,Commodities,Chemicals,Fertilizers & Agrochemicals,Fertilizers, 47.15 ," 9,559.25 "," 4,301.66 "
258,BIOFILCHEM,Biofil Chemicals & Pharmaceuticals Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals, 66.30 ," 10,789.53 "," 5,718.45 "
377,CUBEXTUB,Cubex Tubings Limited,Industrials,Capital Goods,Industrial Products,Aluminium Copper & Zinc Products, 71.00 ," 10,166.47 ", -   
323,CEREBRAINT,Cerebra Integrated Technologies Limited,Information Technology,Information Technology,IT - Hardware,Computers Hardware & Equipments, 8.95 ," 10,022.79 "," 10,022.79 "
162,ATALREAL,Atal Realtech Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects, 13.70 ," 10,139.37 "," 5,171.08 "
426,DHRUV,Dhruv Consultancy Services Limited,Services,Services,Commercial Services & Supplies,Consulting Services, 65.00 ," 9,877.40 "," 3,259.54 "
1103,MOKSH,Moksh Ornaments Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Gems Jewellery And Watches, 16.00 ," 8,585.61 "," 3,863.52 "
55,AGRITECH,Agri-Tech (India) Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products, 208.80 ," 12,402.72 "," 8,557.88 "
123,ARCHIES,Archies Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Leisure Products, 32.40 ," 10,944.72 "," 4,049.55 "
174,AUSOMENT,Ausom Enterprise Limited,Services,Services,Commercial Services & Supplies,Trading & Distributors, 83.60 ," 11,389.29 "," 2,961.22 "
537,FLEXITUFF,Flexituff Ventures International Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products, 49.50 ," 13,306.99 "," 8,516.47 "
341,CINEVISTA,Cinevista Limited,Consumer Discretionary,Media Entertainment & Publication,Entertainment,Media & Entertainment, 18.35 ," 10,539.59 "," 3,372.67 "
420,DGCONTENT,Digicontent Limited,Consumer Discretionary,Media Entertainment & Publication,Media,Advertising & Media Agencies, 19.95 ," 11,608.32 "," 3,830.75 "
10,AAATECH,AAA Technologies Limited,Information Technology,Information Technology,IT - Services,IT Enabled Services, 98.00 ," 12,570.26 "," 3,519.67 "
12,AAREYDRUGS,Aarey Drugs & Pharmaceuticals Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals, 52.95 ," 13,441.19 "," 6,720.60 "
388,DANGEE,Dangee Dums Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods, 11.10 ," 11,963.86 "," 4,306.99 "
558,GANGESSECU,Ganges Securities Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Tea & Coffee, 127.00 ," 12,704.68 "," 4,065.50 "
494,ENERGYDEV,Energy Development Company Limited,Utilities,Power,Power,Power Generation, 27.00 ," 12,825.00 "," 5,386.50 "
79,ALKALI,Alkali Metals Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals, 134.30 ," 13,675.11 "," 4,102.53 "
387,DAMODARIND,Damodar Industries Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products, 58.50 ," 13,630.50 "," 3,816.54 "
396,DBSTOCKBRO,DB (International) Stock Brokers Limited,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied, 44.15 ," 15,452.50 "," 7,417.20 "
93,AMDIND,AMD Industries Limited,Industrials,Capital Goods,Industrial Products,Packaging, 70.95 ," 13,598.81 "," 4,487.61 "
995,LPDC,Landmark Property Development Company Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects, 10.35 ," 13,883.82 "," 4,720.50 "
182,AVROIND,AVRO INDIA LIMITED,Consumer Discretionary,Consumer Durables,Consumer Durables,Plastic Products - Consumer, 135.00 ," 13,617.99 "," 3,949.22 "
103,ANIKINDS,Anik Industries Limited,Services,Services,Commercial Services & Supplies,Trading & Distributors, 49.60 ," 13,765.73 "," 8,259.44 "
216,BANKA,Banka BioLoo Limited,Industrials,Construction,Construction,Civil Construction, 135.80 ," 14,729.66 "," 5,891.86 "
291,BVCL,Barak Valley Cements Limited,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products, 54.50 ," 12,077.20 "," 5,313.97 "
95,AMJLAND,Amj Land Holdings Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects, 41.65 ," 17,076.50 "," 5,635.24 "
945,KREBSBIO,Krebs Biochemicals and Industries Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals, 71.00 ," 15,308.02 "," 3,367.76 "
14,AARTECH,Aartech Solonics Limited,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment, 138.00 ," 14,614.37 "," 6,868.76 "
932,KOHINOOR,Kohinoor Foods Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products, 45.10 ," 16,719.26 "," 10,365.94 "
135,ARVEE,Arvee Laboratories (India) Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals, 165.00 ," 18,183.00 "," 4,727.58 "
375,CTE,Cambridge Technology Enterprises Limited,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting, 77.10 ," 15,135.51 "," 6,205.56 "
400,DCM,DCM  Limited,Information Technology,Information Technology,IT - Services,IT Enabled Services, 86.00 ," 16,062.86 "," 7,870.80 "
59,AHLADA,Ahlada Engineers Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Furniture Home Furnishing, 129.70 ," 16,758.54 "," 6,703.41 "
765,INDIANCARD,Indian Card Clothing Company Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products, 316.50 ," 18,803.64 "," 6,017.17 "
557,GANGAFORGE,Ganga Forging Limited,Industrials,Capital Goods,Industrial Products,Castings & Forgings, 13.20 ," 14,647.30 "," 5,858.92 "
246,BHANDARI,Bhandari Hosiery Exports Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products, 8.05 ," 13,156.76 "," 9,472.87 "
963,LAMBODHARA,Lambodhara Textiles Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products, 161.50 ," 16,759.82 "," 4,357.55 "
134,ARTNIRMAN,Art Nirman Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects, 75.40 ," 18,816.82 "," 4,892.37 "
248,BHARATGEAR,Bharat Gears Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments, 119.15 ," 18,295.55 "," 8,050.04 "
1844,VIPULLTD,Vipul Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects, 16.40 ," 19,677.45 "," 7,280.66 "
302,CAPTRUST,Capital Trust Limited,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC), 106.30 ," 17,392.18 "," 2,956.67 "
209,BALPHARMA,Bal Pharma Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals, 112.85 ," 17,835.23 "," 8,560.91 "
70,AKI,AKI India Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Leather And Leather Products, 31.00 ," 20,748.45 ", -   
883,KAKATCEM,Kakatiya Cement Sugar & Industries Limited,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products, 236.95 ," 18,420.16 "," 7,920.67 "
263,BLBLIMITED,BLB Limited,Financial Services,Financial Services,Finance,Investment Company, 30.90 ," 16,335.36 "," 8,657.74 "
167,ATLANTAA,ATLANTAA LIMITED,Industrials,Construction,Construction,Civil Construction, 23.20 ," 18,908.00 "," 5,294.24 "
122,ARCHIDPLY,Archidply Industries Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Plywood Boards/ Laminates, 91.75 ," 18,226.14 "," 5,467.84 "
233,BEARDSELL,Beardsell Limited,Industrials,Capital Goods,Industrial Products,Packaging, 48.55 ," 19,146.66 "," 8,424.53 "
20,AARVI,Aarvi Encon Limited,Services,Services,Commercial Services & Supplies,Diversified Commercial Services, 153.00 ," 22,619.52 "," 5,881.08 "
653,GVPTECH,GVP Infotech Limited,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting, 12.60 ," 20,520.56 ", -   
490,EMMBI,Emmbi Industries Limited,Industrials,Capital Goods,Industrial Products,Packaging, 130.25 ," 23,041.55 "," 9,216.62 "
286,BSL,BSL Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products, 206.00 ," 21,201.87 "," 8,692.77 "
901,KBCGLOBAL,KBC Global Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects, 2.15 ," 20,959.28 "," 17,815.38 "
73,AKSHOPTFBR,Aksh Optifibre Limited,Telecommunication,Telecommunication,Telecom - Equipment & Accessories,Telecom - Equipment & Accessories, 12.40 ," 20,174.55 "," 14,727.42 "
72,AKSHARCHEM,AksharChem India Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Dyes And Pigments, 280.95 ," 22,568.99 "," 8,124.84 "
155,ASPINWALL,Aspinwall and Company Limited,Services,Services,Transport Services,Logistics Solution Provider, 312.00 ," 24,393.06 "," 7,805.78 "
1530,SHIVATEX,Shiva Texyarn Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products, 140.05 ," 18,154.28 "," 4,538.57 "
86,ALPA,Alpa Laboratories Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals, 101.00 ," 21,251.01 "," 9,137.93 "
522,FCONSUMER,Future Consumer Limited,Consumer Discretionary,Consumer Services,Retailing,Diversified Retail, 1.10 ," 21,967.38 "," 18,232.93 "
