Index,symbol,company_Name,macro,sector,industry,basic_Industry, last_Price , total_Market_Cap , free_float
672,HDFCBANK,HDFC Bank Limited,Financial Services,Financial Services,Banks,Private Sector Bank," 1,440.70 "," 109,410,219.69 "," 108,316,117.49 "
,,ICDS Limited,,,,,,,
,,Indiabulls Enterprises Limited,,,,,,,
,,UFO Moviez India Limited,,,,,,,
,,Sab Events & Governance Now Media Limited,,,,,,,
,,Norben Tea & Exports Limited,,,,,,,
,,Onelife Capital Advisors Limited,,,,,,,
,,Shanti Overseas (India) Limited,,,,,,,
,,Oriental Trimex Limited,,,,,,,
,,Supreme Engineering Limited,,,,,,,
,,Mohit Industries Limited,,,,,,,
,,Uniinfo Telecom Services Limited,,,,,,,
,,NK Industries Limited,,,,,,,
,,TGB Banquets And Hotels Limited,,,,,,,
,,Pearl Polymers Limited,,,,,,,
,,Tamilnadu Telecommunication Limited,,,,,,,
,,Nakoda Group of Industries Limited,,,,,,,
,,Madhucon Projects Limited,,,,,,,
,,Zenith Exports Limited,,,,,,,
,,Sambhaav Media Limited,,,,,,,
,,Regency Ceramics Limited,,,,,,,
,,Morarjee Textiles Limited,,,,,,,
,,Tree House Education & Accessories Limited,,,,,,,
,,Manugraph India Limited,,,,,,,
,,Teamo Productions HQ Limited,,,,,,,
,,Setco Automotive Limited,,,,,,,
,,SVP GLOBAL TEXTILES LIMITED,,,,,,,
,,Palash Securities Limited,,,,,,,
,,Steel City Securities Limited,,,,,,,
,,Tainwala Chemical and Plastic (I) Limited,,,,,,,
,,Patel Integrated Logistics Limited,,,,,,,
,,Suryalakshmi Cotton Mills Limited,,,,,,,
,,Kalyani Forge Limited,,,,,,,
,,Suvidhaa Infoserve Limited,,,,,,,
,,Shah Alloys Limited,,,,,,,
,,Touchwood Entertainment Limited,,,,,,,
,,Tirupati Forge Limited,,,,,,,
,,Salona Cotspin Limited,,,,,,,
,,Prajay Engineers Syndicate Limited,,,,,,,
,,SMS Lifesciences India Limited,,,,,,,
,,Weizmann Limited,,,,,,,
,,Pansari Developers Limited,,,,,,,
,,Vaishali Pharma Limited,,,,,,,
,,Smartlink Holdings Limited,,,,,,,
,,Worth Peripherals Limited,,,,,,,
,,Total Transport Systems Limited,,,,,,,
,,Reliance Chemotex Industries Limited,,,,,,,
,,Century Extrusions Limited,,,,,,,
,,Sadbhav Infrastructure Project Limited,,,,,,,
,,Lagnam Spintex Limited,,,,,,,
,,SECUREKLOUD TECHNOLOGIES LIMITED,,,,,,,
,,Manaksia Coated Metals & Industries Limited,,,,,,,
,,R. S. Software (India) Limited,,,,,,,
,,Omax Autos Limited,,,,,,,
,,Manaksia Aluminium Company Limited,,,,,,,
,,Superhouse Limited,,,,,,,
,,Shree Vasu Logistics Limited,,,,,,,
,,Priti International Limited,,,,,,,
,,Mcleod Russel India Limited,,,,,,,
,,Murudeshwar Ceramics Limited,,,,,,,
,,Starteck Finance Limited,,,,,,,
,,Ruchi Infrastructure Limited,,,,,,,
,,Rane Engine Valve Limited,,,,,,,
,,Ravinder Heights Limited,,,,,,,
,,Shree Rama Newsprint Limited,,,,,,,
,,Mangalam Organics Limited,,,,,,,
,,Rajshree Sugars & Chemicals Limited,,,,,,,
,,Praxis Home Retail Limited,,,,,,,
,,Rudrabhishek Enterprises Limited,,,,,,,
,,Udayshivakumar Infra Limited,,,,,,,
,,UCAL LIMITED,,,,,,,
,,Sintercom India Limited,,,,,,,
,,ShreeOswal Seeds And Chemicals Limited,,,,,,,
,,Nureca Limited,,,,,,,
,,Laxmi Goldorna House Limited,,,,,,,
,,IL&FS Investment Managers Limited,,,,,,,
,,Pasupati Acrylon Limited,,,,,,,
,,Rana Sugars Limited,,,,,,,
,,Sakthi Sugars Limited,,,,,,,
,,Nath Bio-Genes (India) Limited,,,,,,,
,,Rajnandini Metal Limited,,,,,,,
,,Pritika Auto Industries Limited,,,,,,,
,,Universus Photo Imagings Limited,,,,,,,
,,Plaza Wires Limited,,,,,,,
,,N. B. I. Industrial Finance Company Limited,,,,,,,
,,SIL Investments Limited,,,,,,,
,,Sahyadri Industries Limited,,,,,,,
,,South West Pinnacle Exploration Limited,,,,,,,
,,Indo-National Limited,,,,,,,
,,Take Solutions Limited,,,,,,,
,,Sarla Performance Fibers Limited,,,,,,,
,,Orbit Exports Limited,,,,,,,
,,Orient Bell Limited,,,,,,,
,,Sarthak Metals Limited,,,,,,,
,,Vardhman Acrylics Limited,,,,,,,
,,Nahar Capital and Financial Services Limited,,,,,,,
,,SPML Infra Limited,,,,,,,
,,Kanoria Chemicals & Industries Limited,,,,,,,
,,Synergy Green Industries Limited,,,,,,,
,,Shemaroo Entertainment Limited,,,,,,,
,,Race Eco Chain Limited,,,,,,,
,,MBL Infrastructure Limited,,,,,,,
,,R.P.P. Infra Projects Limited,,,,,,,
,,Prozone Realty Limited,,,,,,,
,,United Drilling Tools Limited,,,,,,,
,,PVP Ventures Limited,,,,,,,
,,Ritco Logistics Limited,,,,,,,
,,Kriti Industries (India) Limited,,,,,,,
,,Rane Brake Lining Limited,,,,,,,
,,Lokesh Machines Limited,,,,,,,
,,Medico Remedies Limited,,,,,,,
,,Pudumjee Paper Products Limited,,,,,,,
,,Mirza International Limited,,,,,,,
,,Parsvnath Developers Limited,,,,,,,
,,Oricon Enterprises Limited,,,,,,,
,,Radhika Jeweltech Limited,,,,,,,
,,Salzer Electronics Limited,,,,,,,
,,VL E-Governance & IT Solutions Limited,,,,,,,
,,Selan Exploration Technology Limited,,,,,,,
,,Music Broadcast Limited,,,,,,,
,,SBC Exports Limited,,,,,,,
,,Sukhjit Starch & Chemicals Limited,,,,,,,
,,Kamat Hotels (I) Limited,,,,,,,
,,Nectar Lifesciences Limited,,,,,,,
,,Osia Hyper Retail Limited,,,,,,,
,,Sreeleathers Limited,,,,,,,
,,Max India Limited,,,,,,,
,,Linc Limited,,,,,,,
,,Magadh Sugar & Energy Limited,,,,,,,
,,NINtec Systems Limited,,,,,,,
,,Rushil Decor Limited,,,,,,,
,,Sree Rayalaseema Hi-Strength Hypo Limited,,,,,,,
,,Pondy Oxides & Chemicals Limited,,,,,,,
,,Munjal Auto Industries Limited,,,,,,,
,,Kernex Microsystems (India) Limited,,,,,,,
,,Spencer's Retail Limited,,,,,,,
,,Shivalik Rasayan Limited,,,,,,,
,,Vikas Lifecare Limited,,,,,,,
,,PAKKA LIMITED,,,,,,,
,,Indo Amines Limited,,,,,,,
,,Nahar Spinning Mills Limited,,,,,,,
,,The State Trading Corporation of India Limited,,,,,,,
,,MSP Steel & Power Limited,,,,,,,
,,Repro India Limited,,,,,,,
,,Snowman Logistics Limited,,,,,,,
,,Matrimony.Com Limited,,,,,,,
,,Orient Paper & Industries Limited,,,,,,,
,,Ramco Systems Limited,,,,,,,
,,Onward Technologies Limited,,,,,,,
,,Swelect Energy Systems Limited,,,,,,,
,,Ram Ratna Wires Limited,,,,,,,
,,Roto Pumps Limited,,,,,,,
,,Ksolves India Limited,,,,,,,
,,Suraj Estate Developers Limited,,,,,,,
,,Sky Gold Limited,,,,,,,
,,Premier Explosives Limited,,,,,,,
,,TV Today Network Limited,,,,,,,
,,Kuantum Papers Limited,,,,,,,
,,Heranba Industries Limited,,,,,,,
,,Stove Kraft Limited,,,,,,,
,,NIIT Limited,,,,,,,
,,Shree Digvijay Cement Co.Ltd,,,,,,,
,,Rane Holdings Limited,,,,,,,
,,Shankara Building Products Limited,,,,,,,
,,Shalimar Paints Limited,,,,,,,
,,New Delhi Television Limited,,,,,,,
,,Madras Fertilizers Limited,,,,,,,
,,Spacenet Enterprises India Limited,,,,,,,
,,Urja Global Limited,,,,,,,
,,Panama Petrochem Limited,,,,,,,
,,Taj GVK Hotels & Resorts Limited,,,,,,,
,,HIL Limited,,,,,,,
,,Pitti Engineering Limited,,,,,,,
,,Pennar Industries Limited,,,,,,,
,,Seshasayee Paper and Boards Limited,,,,,,,
,,Monarch Networth Capital Limited,,,,,,,
,,TTK Healthcare Limited,,,,,,,
,,Rama Steel Tubes Limited,,,,,,,
,,RPSG VENTURES LIMITED,,,,,,,
,,Rupa & Company Limited,,,,,,,
,,Sasken Technologies Limited,,,,,,,
,,Lumax Industries Limited,,,,,,,
,,Updater Services Limited,,,,,,,
,,Shriram Properties Limited,,,,,,,
,,Parag Milk Foods Limited,,,,,,,
,,Supriya Lifescience Limited,,,,,,,
,,Quick Heal Technologies Limited,,,,,,,
,,PC Jeweller Limited,,,,,,,
,,Subex Limited,,,,,,,
,,IFGL Refractories Limited,,,,,,,
,,Tarsons Products Limited,,,,,,,
,,Hindustan Oil Exploration Company Limited,,,,,,,
,,Precision Wires India Limited,,,,,,,
,,MPS Limited,,,,,,,
,,Optiemus Infracom Limited,,,,,,,
,,Ugro Capital Limited,,,,,,,
,,Pearl Global Industries Limited,,,,,,,
,,Seamec Limited,,,,,,,
,,RPG Life Sciences Limited,,,,,,,
,,Shakti Pumps (India) Limited,,,,,,,
,,Savita Oil Technologies Limited,,,,,,,
,,PSP Projects Limited,,,,,,,
,,Mukand Limited,,,,,,,
,,Mold-Tek Packaging Limited,,,,,,,
,,Satin Creditcare Network Limited,,,,,,,
,,Sanghi Industries Limited,,,,,,,
,,Paramount Communications Limited,,,,,,,
,,Mahanagar Telephone Nigam Limited,,,,,,,
,,Somany Ceramics Limited,,,,,,,
,,Tide Water Oil Company (India) Limited,,,,,,,
,,Nilkamal Limited,,,,,,,
,,Polyplex Corporation Limited,,,,,,,
,,Landmark Cars Limited,,,,,,,
,,Sharda Cropchem Limited,,,,,,,
,,Indian Metals & Ferro Alloys Limited,,,,,,,
,,Pilani Investment and Industries Corporation Limited,,,,,,,
,,PTC India Financial Services Limited,,,,,,,
,,SEPC Limited,,,,,,,
,,Unichem Laboratories Limited,,,,,,,
,,Sanghvi Movers Limited,,,,,,,
,,Prakash Industries Limited,,,,,,,
,,Sudarshan Chemical Industries Limited,,,,,,,
,,Thangamayil Jewellery Limited,,,,,,,
,,Time Technoplast Limited,,,,,,,
,,Kirloskar Industries Limited,,,,,,,
,,Shanthi Gears Limited,,,,,,,
,,Orchid Pharma Limited,,,,,,,
,,Samhi Hotels Limited,,,,,,,
,,The Orissa Minerals Development Company Limited,,,,,,,
,,Sindhu Trade Links Limited,,,,,,,
,,NOCIL Limited,,,,,,,
,,Orient Electric Limited,,,,,,,
,,J.Kumar Infraprojects Limited,,,,,,,
,,Welspun Enterprises Limited,,,,,,,
,,Teamlease Services Limited,,,,,,,
,,PG Electroplast Limited,,,,,,,
,,Sansera Engineering Limited,,,,,,,
,,Ramky Infrastructure Limited,,,,,,,
,,TIPS Industries Limited,,,,,,,
,,Orient Cement Limited,,,,,,,
,,Nazara Technologies Limited,,,,,,,
,,Patel Engineering Limited,,,,,,,
,,R Systems International Limited,,,,,,,
,,LT Foods Limited,,,,,,,
,,Rain Industries Limited,,,,,,,
,,Share India Securities Limited,,,,,,,
,,Strides Pharma Science Limited,,,,,,,
,,Greenlam Industries Limited,,,,,,,
,,Hemisphere Properties India Limited,,,,,,,
,,Spandana Sphoorty Financial Limited,,,,,,,
,,PTC India Limited,,,,,,,
,,Quess Corp Limited,,,,,,,
,,PDS Limited,,,,,,,
,,Transport Corporation of India Limited,,,,,,,
,,Tega Industries Limited,,,,,,,
,,Genus Power Infrastructures Limited,,,,,,,
,,Medplus Health Services Limited,,,,,,,
,,Vaibhav Global Limited,,,,,,,
,,Shoppers Stop Limited,,,,,,,
,,Responsive Industries Limited,,,,,,,
,,KRBL Limited,,,,,,,
,,Thomas Cook  (India)  Limited,,,,,,,
,,Reliance Infrastructure Limited,,,,,,,
,,Maharashtra Scooters Limited,,,,,,,
,,Sapphire Foods India Limited,,,,,,,
,,SBFC Finance Limited,,,,,,,
,,Praj Industries Limited,,,,,,,
,,Safari Industries (India) Limited,,,,,,,
,,Syrma SGS Technology Limited,,,,,,,
,,JM Financial Limited,,,,,,,
,,Rategain Travel Technologies Limited,,,,,,,
,,Shree Renuka Sugars Limited,,,,,,,
,,Lemon Tree Hotels Limited,,,,,,,
,,Ujjivan Small Finance Bank Limited,,,,,,,
,,Voltamp Transformers Limited,,,,,,,
,,Raymond Limited,,,,,,,
,,PTC Industries Limited,,,,,,,
,,UTI Asset Management Company Limited,,,,,,,
,,RattanIndia Enterprises Limited,,,,,,,
,,Shipping Corporation Of India Limited,,,,,,,
,,Schneider Electric Infrastructure Limited,,,,,,,
,,Rainbow Childrens Medicare Limited,,,,,,,
,,Nuvoco Vistas Corporation Limited,,,,,,,
,,Tejas Networks Limited,,,,,,,
,,Railtel Corporation Of India Limited,,,,,,,
,,Ramkrishna Forgings Limited,,,,,,,
,,MMTC Limited,,,,,,,
,,RBL Bank Limited,,,,,,,
,,Navin Fluorine International Limited,,,,,,,
,,Redington Limited,,,,,,,
,,Zee Entertainment Enterprises Limited,,,,,,,
,,Signatureglobal (India) Limited,,,,,,,
,,TVS Holdings Limited,,,,,,,
,,Piramal Pharma Limited,,,,,,,
,,Multi Commodity Exchange of India Limited,,,,,,,
,,Piramal Enterprises Limited,,,,,,,
,,NMDC Steel Limited,,,,,,,
,,PNB Housing Finance Limited,,,,,,,
,,Relaxo Footwears Limited,,,,,,,
,,Pfizer Limited,,,,,,,
,,SKF India Limited,,,,,,,
,,The Ramco Cements Limited,,,,,,,
,,Timken India Limited,,,,,,,
,,Ratnamani Metals & Tubes Limited,,,,,,,
,,Sun TV Network Limited,,,,,,,
,,Tata Chemicals Limited,,,,,,,
,,Hitachi Energy India Limited,,,,,,,
,,Sundram Fasteners Limited,,,,,,,
,,Narayana Hrudayalaya Ltd.,,,,,,,
,,Metro Brands Limited,,,,,,,
,,UPL Limited,,,,,,,
,,Sona BLW Precision Forgings Limited,,,,,,,
,,Poonawalla Fincorp Limited,,,,,,,
,,Page Industries Limited,,,,,,,
,,PB Fintech Limited,,,,,,,
,,Bank of Maharashtra,,,,,,,
,,The New India Assurance Company Limited,,,,,,,
,,The Phoenix Mills Limited,,,,,,,
,,Oberoi Realty Limited,,,,,,,
,,Tata Elxsi Limited,,,,,,,
,,Punjab & Sind Bank,,,,,,,
,,SJVN Limited,,,,,,,
,,Patanjali Foods Limited,,,,,,,
,,Solar Industries India Limited,,,,,,,
,,Oracle Financial Services Software Limited,,,,,,,
,,Polycab India Limited,,,,,,,
,,Persistent Systems Limited,,,,,,,
,,SRF Limited,,,,,,,
,,Samvardhana Motherson International Limited,,,,,,,
,,Torrent Pharmaceuticals Limited,,,,,,,
,,SHREE CEMENT LIMITED,,,,,,,
,,TATA CONSUMER PRODUCTS LIMITED,,,,,,,
,,Punjab National Bank,,,,,,,
,,SBI Life Insurance Company Limited,,,,,,,
,,Power Finance Corporation Limited,,,,,,,
,,LTIMindtree Limited,,,,,,,
,,Power Grid Corporation of India Limited,,,,,,,
,,Wipro Limited,,,,,,,
,,Titan Company Limited,,,,,,,
,,Oil & Natural Gas Corporation Limited,,,,,,,
,,Tata Consultancy Services Limited,,,,,,,
,,Ortin Laboratories Limited,,,,,,,
,,Future Enterprises Limited,,,,,,,
,,Nagreeka Capital & Infrastructure Limited,,,,,,,
,,Mask Investments Limited,,,,,,,
,,MT Educare Limited,,,,,,,
,,GACM Technologies Limited,,,,,,,
,,Gayatri Highways Limited,,,,,,,
,,Rollatainers Limited,,,,,,,
,,LCC Infotech Limited,,,,,,,
,,Narmada Agrobase Limited,,,,,,,
,,Sagardeep Alloys Limited,,,,,,,
,,Panache Digilife Limited,,,,,,,
,,Pritish Nandy Communications Limited,,,,,,,
,,HOV Services Limited,,,,,,,
,,Power & Instrumentation (Gujarat) Limited,,,,,,,
,,Orient Press Limited,,,,,,,
,,Paras Petrofils Limited,,,,,,,
,,Prudential Sugar Corporation Limited,,,,,,,
,,Times Guaranty Limited,,,,,,,
,,Marshall Machines Limited,,,,,,,
,,The Peria Karamalai Tea & Produce Company Limited,,,,,,,
,,Karma Energy Limited,,,,,,,
,,Mcnally Bharat Engineering Company Limited,,,,,,,
,,Latteys Industries Limited,,,,,,,
,,Ind-Swift Limited,,,,,,,
,,Sikko Industries Limited,,,,,,,
,,Pioneer Embroideries Limited,,,,,,,
,,MRO-TEK Realty Limited,,,,,,,
,,Lotus Eye Hospital and Institute Limited,,,,,,,
,,Astron Paper & Board Mill Limited,,,,,,,
,,The Motor & General Finance Limited,,,,,,,
,,Lasa Supergenerics Limited,,,,,,,
,,Surana Solar Limited,,,,,,,
,,Prakash Steelage Limited,,,,,,,
,,Nitiraj Engineers Limited,,,,,,,
,,Mangalam Drugs And Organics Limited,,,,,,,
,,MITCON Consultancy & Engineering Services Limited,,,,,,,
,,Nila Spaces Limited,,,,,,,
,,Oil Country Tubular Limited,,,,,,,
,,Tarmat Limited,,,,,,,
,,SPL Industries Limited,,,,,,,
,,Lovable Lingerie Limited,,,,,,,
,,Mahamaya Steel Industries Limited,,,,,,,
,,Par Drugs And Chemicals Limited,,,,,,,
,,Palred Technologies Limited,,,,,,,
,,S.A.L. Steel Limited,,,,,,,
,,Bodhi Tree Multimedia Limited,,,,,,,
,,Naga Dhunseri Group Limited,,,,,,,
,,SEL Manufacturing Company Limited,,,,,,,
,,Robust Hotels Limited,,,,,,,
,,Mangalam Global Enterprise Limited,,,,,,,
,,PPAP Automotive Limited,,,,,,,
,,Sheetal Cool Products Limited,,,,,,,
,,MEP Infrastructure Developers Limited,,,,,,,
,,Indian Terrain Fashions Limited,,,,,,,
,,Maral Overseas Limited,,,,,,,
,,Gujarat Apollo Industries Limited,,,,,,,
,,SRG Housing Finance Limited,,,,,,,
,,Ginni Filaments Limited,,,,,,,
,,Poddar Pigments Limited,,,,,,,
,,PIL ITALICA LIFESTYLE LIMITED,,,,,,,
,,Mahindra EPC Irrigation Limited,,,,,,,
,,NDL Ventures Limited,,,,,,,
,,Rama Phosphates Limited,,,,,,,
,,Ponni Sugars (Erode) Limited,,,,,,,
,,Precot Limited,,,,,,,
,,Shree Rama Multi-Tech Limited,,,,,,,
,,Mawana Sugars Limited,,,,,,,
,,Emami Realty Limited,,,,,,,
,,Inspirisys Solutions Limited,,,,,,,
,,Sigma Solve Limited,,,,,,,
,,Nupur Recyclers Limited,,,,,,,
,,AION-TECH SOLUTIONS LIMITED,,,,,,,
,,Nandan Denim Limited,,,,,,,
,,Nila Infrastructures Limited,,,,,,,
,,Liberty Shoes Limited,,,,,,,
,,Prime Securities Limited,,,,,,,
,,Kriti Nutrients Limited,,,,,,,
,,Shree Pushkar Chemicals & Fertilisers Limited,,,,,,,
,,Indo Borax & Chemicals Limited,,,,,,,
,,Pavna Industries Limited,,,,,,,
,,Pyramid Technoplast Limited,,,,,,,
,,Shreyas Shipping & Logistics Limited,,,,,,,
,,Nahar Industrial Enterprises Limited,,,,,,,
,,PTL Enterprises Limited,,,,,,,
,,Ratnaveer Precision Engineering Limited,,,,,,,
,,Oswal Agro Mills Limited,,,,,,,
,,International Conveyors Limited,,,,,,,
,,MMP Industries Limited,,,,,,,
,,ORIENT CERATECH LIMITED,,,,,,,
,,Plastiblends India Limited,,,,,,,
,,Menon Bearings Limited,,,,,,,
,,Nagarjuna Fertilizers and Chemicals Limited,,,,,,,
,,SKM Egg Products Export (India) Limited,,,,,,,
,,MIC Electronics Limited,,,,,,,
,,Maan Aluminium Limited,,,,,,,
,,Sakar Healthcare Limited,,,,,,,
,,S Chand And Company Limited,,,,,,,
,,The Sandesh Limited,,,,,,,
,,Radiant Cash Management Services Limited,,,,,,,
,,Panacea Biotec Limited,,,,,,,
,,Oswal Greentech Limited,,,,,,,
,,FCS Software Solutions Limited,,,,,,,
,,Prakash Pipes Limited,,,,,,,
,,Sportking India Limited,,,,,,,
,,HP Adhesives Limited,,,,,,,
,,Royal Orchid Hotels Limited,,,,,,,
,,Raj Rayon Industries Limited,,,,,,,
,,GM Breweries Limited,,,,,,,
,,OnMobile Global Limited,,,,,,,
,,NGL Fine-Chem Limited,,,,,,,
,,E2E Networks Limited,,,,,,,
,,One Point One Solutions Limited,,,,,,,
,,Oriental Aromatics Limited,,,,,,,
,,Rico Auto Industries Limited,,,,,,,
,,Lincoln Pharmaceuticals Limited,,,,,,,
,,Suratwwala Business Group Limited,,,,,,,
,,Refex Industries Limited,,,,,,,
,,Summit Securities Limited,,,,,,,
,,S. P. Apparels Limited,,,,,,,
,,Hardwyn India Limited,,,,,,,
,,Dolat Algotech Limited,,,,,,,
,,Pokarna Limited,,,,,,,
,,Atul Auto Limited,,,,,,,
,,Hariom Pipe Industries Limited,,,,,,,
,,Nalwa Sons Investments Limited,,,,,,,
,,Kalyani Investment Company Limited,,,,,,,
,,Pix Transmissions Limited,,,,,,,
,,GE Power India Limited,,,,,,,
,,Peninsula Land Limited,,,,,,,
,,Sirca Paints India Limited,,,,,,,
,,Omaxe Limited,,,,,,,
,,Jyoti Structures Limited,,,,,,,
,,PNB Gilts Limited,,,,,,,
,,Marathon Nextgen Realty Limited,,,,,,,
,,Nitin Spinners Limited,,,,,,,
,,Federal-Mogul Goetze (India) Limited.,,,,,,,
,,Precision Camshafts Limited,,,,,,,
,,Reliance Industrial Infrastructure Limited,,,,,,,
,,Ramco Industries Limited,,,,,,,
,,Rishabh Instruments Limited,,,,,,,
,,Mayur Uniquoters Ltd,,,,,,,
,,SML Isuzu Limited,,,,,,,
,,KCP Limited,,,,,,,
,,Honda India Power Products Limited,,,,,,,
,,Oriental Hotels Limited,,,,,,,
,,Man Industries (India) Limited,,,,,,,
,,Suven Life Sciences Limited,,,,,,,
,,HLV LIMITED,,,,,,,
,,Sangam (India) Limited,,,,,,,
,,Arvind SmartSpaces Limited,,,,,,,
,,Morepen Laboratories Limited,,,,,,,
,,Vakrangee Limited,,,,,,,
,,Paras Defence and Space Technologies Limited,,,,,,,
,,Bharat Bijlee Limited,,,,,,,
,,Rajratan Global Wire Limited,,,,,,,
,,Maithan Alloys Limited,,,,,,,
,,Gujarat Industries Power Company Limited,,,,,,,
,,Saksoft Limited,,,,,,,
,,Indoco Remedies Limited,,,,,,,
,,HLE Glascoat Limited,,,,,,,
,,Sequent Scientific Limited,,,,,,,
,,Goodluck India Limited,,,,,,,
,,Shilpa Medicare Limited,,,,,,,
,,Sagar Cements Limited,,,,,,,
,,Tata Metaliks Limited,,,,,,,
,,NRB Bearing Limited,,,,,,,
,,Lux Industries Limited,,,,,,,
,,Hikal Limited,,,,,,,
,,Sai Silks (Kalamandir) Limited,,,,,,,
,,Kolte - Patil Developers Limited,,,,,,,
,,Imagicaaworld Entertainment Limited,,,,,,,
,,Prime Focus Limited,,,,,,,
