"Index","symbol","company_Name","is_in_FNO","macro","sector","industry","basic_Industry","last_Price","vwap","total_Market_Cap","free_float","sector_member","date"
"1696","TATAELXSI","Tata Elxsi Limited","false","Information Technology","Information Technology","IT - Software","Computers - Software & Consulting","7515.75","7510.88","4680541.54","2621103.26","NIFTY 500","16FEB2024"
"1697","TATAINVEST","Tata Investment Corporation Limited","false","Financial Services","Financial Services","Finance","Investment Company","5633","5643.93","2850033.02","741008.59","NIFTY FINANCIAL SERVICES","16FEB2024"
"1698","TATAMOTORS","Tata Motors Limited","true","Consumer Discretionary","Automobile and Auto Components","Automobiles","Passenger Cars & Utility Vehicles","938.4","941.46","31185393.32","16528258.46","NIFTY AUTO","16FEB2024"
"1699","TATAMTRDVR","Tata Motors Limited","false","Consumer Discretionary","Automobile and Auto Components","Automobiles","Passenger Cars & Utility Vehicles","620.45","624.18","3155006.22","2902605.72","NIFTY AUTO","16FEB2024"
"1700","TATAPOWER","Tata Power Company Limited","true","Utilities","Power","Power","Integrated Power Utilities","376","378.58","12014476.7","6367672.65","NIFTY INFRASTRUCTURE","16FEB2024"
"1701","TATASTEEL","TATA Steel Limited","true","Commodities","Metals & Mining","Ferrous Metals","Iron & Steel","142.25","142.68","17757817.4","11720159.48","NIFTY METAL","16FEB2024"
"1702","TATATECH","Tata Technologies Limited","false","Information Technology","Information Technology","IT - Services","IT Enabled Services","1110","1105.71","4502920.68","540350.48","NA","16FEB2024"
"1703","TATVA","Tatva Chintan Pharma Chem Limited","false","Commodities","Chemicals","Chemicals & Petrochemicals","Specialty Chemicals","1230.9","1229.4","287932.8","80621.19","","16FEB2024"
"1704","TBZ","Tribhovandas Bhimji Zaveri Limited","false","Consumer Discretionary","Consumer Durables","Consumer Durables","Gems Jewellery And Watches","127","126.18","84747.89","22034.45","NIFTY 500","16FEB2024"
"1705","TCI","Transport Corporation of India Limited","false","Services","Services","Transport Services","Logistics Solution Provider","870.25","865.94","675931.22","196020.06","NIFTY INFRASTRUCTURE","16FEB2024"
"1706","TCIEXP","TCI Express Limited","false","Services","Services","Transport Services","Logistics Solution Provider","1205","1215.89","461942.59","138582.78","NIFTY 500","16FEB2024"
"1707","TCLCONS","Tantia Constructions Limited","false","Industrials","Construction","Construction","Civil Construction","34.5","0","53475","0","NA","16FEB2024"
"1708","TCNSBRANDS","TCNS Clothing Co. Limited","false","Consumer Discretionary","Textiles","Textiles & Apparels","Garments & Apparels","389","393.99","245890.47","44260.28","NIFTY 500","16FEB2024"
"1709","TCPLPACK","TCPL Packaging Limited","false","Industrials","Capital Goods","Industrial Products","Packaging","2277.55","2278.81","207257.05","87047.96","NIFTY 500","16FEB2024"
"1710","TCS","Tata Consultancy Services Limited","true","Information Technology","Information Technology","IT - Software","Computers - Software & Consulting","4122.3","4124.06","149148421.75","41761558.09","NIFTY IT","16FEB2024"
"1711","TDPOWERSYS","TD Power Systems Limited","false","Industrials","Capital Goods","Electrical Equipment","Heavy Electrical Equipment","277.45","277.46","433293.95","281641.06","NIFTY INFRASTRUCTURE","16FEB2024"
"1712","TEAMLEASE","Teamlease Services Limited","false","Services","Services","Commercial Services & Supplies","Diversified Commercial Services","3179.95","3162.87","533242.64","362604.99","NIFTY 500","16FEB2024"
"1713","TECHIN","Techindia Nirman Limited","false","Consumer Discretionary","Realty","Realty","Residential Commercial Projects","0","0","5723.24","0","NIFTY 500","16FEB2024"
"1714","TECHM","Tech Mahindra Limited","true","Information Technology","Information Technology","IT - Software","Computers - Software & Consulting","1300.4","1302.43","12697076.04","8126128.67","NIFTY IT","16FEB2024"
"1715","TECHNOE","Techno Electric & Engineering Company Limited","false","Industrials","Construction","Construction","Civil Construction","835","812.48","898618.81","341475.15","NIFTY INFRASTRUCTURE","16FEB2024"
"1716","TECILCHEM","TECIL Chemicals and Hydro Power Limited","false","Commodities","Chemicals","Chemicals & Petrochemicals","Commodity Chemicals","28.25","0","5357.25","0","","16FEB2024"
"1717","TEGA","Tega Industries Limited","false","Industrials","Capital Goods","Industrial Manufacturing","Industrial Products","1289.9","1299.77","858197.71","214549.43","","16FEB2024"
"1718","TEJASNET","Tejas Networks Limited","false","Telecommunication","Telecommunication","Telecom - Equipment & Accessories","Telecom - Equipment & Accessories","746","740.3","1270140.16","546160.27","NIFTY IT","16FEB2024"
"1719","TEMBO","Tembo Global Industries Limited","false","Industrials","Capital Goods","Industrial Products","Iron & Steel Products","278","280.31","30868.41","13582.1","","16FEB2024"
"1720","TERASOFT","Tera Software Limited","false","Information Technology","Information Technology","IT - Services","IT Enabled Services","62.9","63.56","7869.97","4092.38","NIFTY IT","16FEB2024"
"1721","TEXINFRA","Texmaco Infrastructure & Holdings Limited","false","Diversified","Diversified","Diversified","Diversified","114","114.81","145266.31","49390.55","NIFTY INFRASTRUCTURE","16FEB2024"
"1722","TEXMOPIPES","Texmo Pipes and Products Limited","false","Industrials","Capital Goods","Industrial Products","Plastic Products - Industrial","98","101.41","28611.1","16022.22","NIFTY METAL","16FEB2024"
"1723","TEXRAIL","Texmaco Rail & Engineering Limited","false","Industrials","Capital Goods","Industrial Manufacturing","Industrial Products","187.15","189.54","717417.57","358708.79","NIFTY INFRASTRUCTURE","16FEB2024"
"1724","TFCILTD","Tourism Finance Corporation of India Limited","false","Financial Services","Financial Services","Finance","Financial Institution","200","199.18","180744.9","144595.92","NIFTY FINANCIAL SERVICES","16FEB2024"
"1725","TFL","Transwarranty Finance Limited","false","Financial Services","Financial Services","Finance","Non Banking Financial Company (NBFC)","10.95","11.02","5351.76","1444.98","NIFTY FINANCIAL SERVICES","16FEB2024"
"1726","TGBHOTELS","TGB Banquets And Hotels Limited","false","Consumer Discretionary","Consumer Services","Leisure Services","Hotels & Resorts","16.7","16.63","4890.83","3325.76","NIFTY SERVICES SECTOR","16FEB2024"
"1727","THANGAMAYL","Thangamayil Jewellery Limited","false","Consumer Discretionary","Consumer Durables","Consumer Durables","Gems Jewellery And Watches","1335","1349.39","366312.84","120883.24","NIFTY 500","16FEB2024"
"1728","THEINVEST","The Investment Trust Of India Limited","false","Financial Services","Financial Services","Finance","Other Financial Services","140","139.65","73139.1","20478.95","NIFTY FINANCIAL SERVICES","16FEB2024"
"1729","THEJO","Thejo Engineering Limited","false","Industrials","Capital Goods","Industrial Manufacturing","Industrial Products","2130.25","2193.06","229232.47","98569.96","NA","16FEB2024"
"1730","THEMISMED","Themis Medicare Limited","false","Healthcare","Healthcare","Pharmaceuticals & Biotechnology","Pharmaceuticals","239.1","238.61","220038.23","70412.23","NIFTY PHARMA","16FEB2024"
"1731","THERMAX","Thermax Limited","false","Industrials","Capital Goods","Electrical Equipment","Heavy Electrical Equipment","3445","3434.92","4104934.54","1313579.05","NIFTY INFRASTRUCTURE","16FEB2024"
"1732","THOMASCOOK","Thomas Cook  (India)  Limited","false","Consumer Discretionary","Consumer Services","Leisure Services","Tour Travel Related Services","166.9","167.86","785065.16","274772.81","NIFTY 500","16FEB2024"
"1733","THOMASCOTT","Thomas Scott (India) Limited","false","Consumer Discretionary","Textiles","Textiles & Apparels","Garments & Apparels","0","0","22992.76","0","NIFTY 500","16FEB2024"
"1734","THYROCARE","Thyrocare Technologies Limited","false","Healthcare","Healthcare","Healthcare Services","Healthcare Service Provider","597","601.79","316127.48","91676.97","NIFTY PHARMA","16FEB2024"
"1735","TI","Tilaknagar Industries Limited","false","Fast Moving Consumer Goods","Fast Moving Consumer Goods","Beverages","Breweries & Distilleries","235","235.45","452090.89","226045.44","NIFTY 500","16FEB2024"
"1736","TIDEWATER","Tide Water Oil Company (India) Limited","false","Energy","Oil Gas & Consumable Fuels","Petroleum Products","Lubricants","1706","1688.3","297253.44","118901.38","NIFTY 500","16FEB2024"
"1737","TIIL","Technocraft Industries (India) Limited","false","Industrials","Capital Goods","Industrial Products","Iron & Steel Products","2154","2115.93","494594.74","123648.68","NIFTY METAL","16FEB2024"
"1738","TIINDIA","Tube Investments of India Limited","false","Consumer Discretionary","Automobile and Auto Components","Auto Components","Auto Components & Equipments","3702.3","3589.29","7159396.49","3866074.1","NIFTY 500","16FEB2024"
"1739","TIJARIA","Tijaria Polypipes Limited","false","Industrials","Capital Goods","Industrial Products","Plastic Products - Industrial","6.75","6.42","1932.29","1255.99","NIFTY 500","16FEB2024"
"1740","TIMESGTY","Times Guaranty Limited","false","Financial Services","Financial Services","Finance","Non Banking Financial Company (NBFC)","127.15","0","11434.79","0","NIFTY FINANCIAL SERVICES","16FEB2024"
"1741","TIMETECHNO","Time Technoplast Limited","false","Industrials","Capital Goods","Industrial Products","Plastic Products - Industrial","216.25","216.85","490734.11","235552.37","NIFTY 500","16FEB2024"
"1742","TIMKEN","Timken India Limited","false","Industrials","Capital Goods","Industrial Products","Abrasives & Bearings","2840","2850.69","2136212.05","875846.94","NIFTY INFRASTRUCTURE","16FEB2024"
"1743","TIPSFILMS","Tips Films Limited","false","Consumer Discretionary","Media Entertainment & Publication","Entertainment","Film Production Distribution & Exhibition","676.95","678.77","29263.78","7315.94","","16FEB2024"
"1744","TIPSINDLTD","TIPS Industries Limited","false","Consumer Discretionary","Media Entertainment & Publication","Entertainment","Media & Entertainment","482.1","479.6","619144.59","154786.15","NIFTY MEDIA","16FEB2024"
"1745","TIRUMALCHM","Thirumalai Chemicals Limited","false","Commodities","Chemicals","Chemicals & Petrochemicals","Commodity Chemicals","236","238.39","241635.96","137732.5","NIFTY 500","16FEB2024"
"1746","TIRUPATIFL","Tirupati Forge Limited","false","Industrials","Capital Goods","Industrial Products","Castings & Forgings","19.2","19.15","18816","7902.72","","16FEB2024"
"1747","TITAGARH","TITAGARH RAIL SYSTEMS LIMITED","false","Industrials","Capital Goods","Industrial Manufacturing","Railway Wagons","953.7","952.99","1284383.73","667879.54","","16FEB2024"
"1748","TITAN","Titan Company Limited","true","Consumer Discretionary","Consumer Durables","Consumer Durables","Gems Jewellery And Watches","3648.65","3656.07","32392209.73","15224338.57","NIFTY 500","16FEB2024"
"1749","TMB","Tamilnad Mercantile Bank Limited","false","Financial Services","Financial Services","Banks","Private Sector Bank","497.7","497.45","788115.19","559561.78","","16FEB2024"
"1750","TNPETRO","Tamilnadu PetroProducts Limited","false","Commodities","Chemicals","Chemicals & Petrochemicals","Petrochemicals","101.15","101.71","91006.15","54603.69","NIFTY 500","16FEB2024"
"1751","TNPL","Tamil Nadu Newsprint & Papers Limited","false","Commodities","Forest Materials","Paper Forest & Jute Products","Paper & Paper Products","278","277.75","192405.47","101974.9","NIFTY 500","16FEB2024"
"1752","TNTELE","Tamilnadu Telecommunication Limited","false","Telecommunication","Telecommunication","Telecom - Equipment & Accessories","Telecom - Equipment & Accessories","15.5","0","7079.07","0","NIFTY 500","16FEB2024"
"1753","TOKYOPLAST","Tokyo Plast International Limited","false","Consumer Discretionary","Consumer Durables","Consumer Durables","Plastic Products - Consumer","112.5","112.4","10689.08","3741.18","NIFTY 500","16FEB2024"
"1754","TORNTPHARM","Torrent Pharmaceuticals Limited","true","Healthcare","Healthcare","Pharmaceuticals & Biotechnology","Pharmaceuticals","2637.55","2620.99","8926667.7","2410200.28","NIFTY PHARMA","16FEB2024"
"1755","TORNTPOWER","Torrent Power Limited","false","Utilities","Power","Power","Integrated Power Utilities","1182","1179.4","5680890.39","1988311.64","NIFTY INFRASTRUCTURE","16FEB2024"
"1756","TOTAL","Total Transport Systems Limited","false","Services","Services","Transport Services","Logistics Solution Provider","117","117.35","18868.56","6792.68","","16FEB2024"
"1757","TOUCHWOOD","Touchwood Entertainment Limited","false","Consumer Discretionary","Consumer Services","Other Consumer Services","Other Consumer Services","168.5","170.28","18671.9","5041.41","","16FEB2024"
"1758","TPHQ","Teamo Productions HQ Limited","false","Industrials","Construction","Construction","Civil Construction","1.45","1.45","12487.68","6868.23","","16FEB2024"
"1759","TPLPLASTEH","TPL Plastech Limited","false","Industrials","Capital Goods","Industrial Products","Packaging","72.8","75.76","56786.18","12492.96","NIFTY 500","16FEB2024"
"1760","TRACXN","Tracxn Technologies Limited","false","Services","Services","Commercial Services & Supplies","Data Processing Services","100.95","101.12","104355.85","41742.34","","16FEB2024"
"1761","TREEHOUSE","Tree House Education & Accessories Limited","false","Consumer Discretionary","Consumer Services","Other Consumer Services","Education","30.2","30.12","12777.84","10094.49","NIFTY SERVICES SECTOR","16FEB2024"
"1762","TREJHARA","TREJHARA SOLUTIONS LIMITED","false","Information Technology","Information Technology","IT - Software","Computers - Software & Consulting","180.65","180.65","26223.69","14685.27","NIFTY IT","16FEB2024"
"1763","TREL","Transindia Real Estate Limited","false","Services","Services","Transport Services","Logistics Solution Provider","51","51.68","125304.72","37591.42","NA","16FEB2024"
"1764","TRENT","Trent Limited","true","Consumer Discretionary","Consumer Services","Retailing","Speciality Retail","4000.85","3997.73","14222520.08","8817962.45","NIFTY 500","16FEB2024"
"1765","TRF","TRF Limited","false","Industrials","Capital Goods","Industrial Manufacturing","Industrial Products","425.25","427.02","46796.26","30417.57","NIFTY 500","16FEB2024"
"1766","TRIDENT","Trident Limited","false","Consumer Discretionary","Textiles","Textiles & Apparels","Other Textile Products","45.2","45.25","2303371.96","552809.27","NIFTY 500","16FEB2024"
"1767","TRIGYN","Trigyn Technologies Limited","false","Information Technology","Information Technology","IT - Software","Computers - Software & Consulting","131.05","131","40344.71","22189.59","NIFTY IT","16FEB2024"
"1768","TRIL","Transformers And Rectifiers (India) Limited","false","Industrials","Capital Goods","Electrical Equipment","Other Electrical Equipment","333.95","332.32","476092.88","142827.86","NIFTY 500","16FEB2024"
"1769","TRITURBINE","Triveni Turbine Limited","false","Industrials","Capital Goods","Electrical Equipment","Heavy Electrical Equipment","460.65","459.58","1464300","497862","NIFTY INFRASTRUCTURE","16FEB2024"
"1770","TRIVENI","Triveni Engineering & Industries Limited","false","Fast Moving Consumer Goods","Fast Moving Consumer Goods","Agricultural Food & other Products","Sugar","337","339.17","737686.15","287697.6","NIFTY 500","16FEB2024"
"1771","TRU","TruCap Finance Limited","false","Financial Services","Financial Services","Finance","Non Banking Financial Company (NBFC)","69.5","71.62","81245.06","34122.93","NA","16FEB2024"
"1772","TTKHLTCARE","TTK Healthcare Limited","false","Diversified","Diversified","Diversified","Diversified","1500","1501.37","211955","50869.2","NIFTY PHARMA","16FEB2024"
"1773","TTKPRESTIG","TTK Prestige Limited","false","Consumer Discretionary","Consumer Durables","Consumer Durables","Household Appliances","758.4","764.37","1051248.73","304862.13","NIFTY INDIA CONSUMPTION","16FEB2024"
