"Index","symbol","company_Name","is_in_FNO","macro","sector","industry","basic_Industry","last_Price","vwap","total_Market_Cap","free_float","sector_member","date"
"467","DYNPRO","Dynemic Products Limited","false","Commodities","Chemicals","Chemicals & Petrochemicals","Specialty Chemicals","268.3","272.73","32272.16","21622.35","NIFTY 500","16FEB2024"
"468","E2E","E2E Networks Limited","false","Information Technology","Information Technology","IT - Services","IT Enabled Services","799","0","115656.26","0","","16FEB2024"
"469","EASEMYTRIP","Easy Trip Planners Limited","false","Consumer Discretionary","Consumer Services","Leisure Services","Tour Travel Related Services","49.4","49.86","875388.07","297631.94","","16FEB2024"
"470","EASTSILK","Eastern Silk Industries Limited","false","Consumer Discretionary","Textiles","Textiles & Apparels","Other Textile Products","2.7","2.7","2131.72","874.01","NIFTY 500","16FEB2024"
"471","ECLERX","eClerx Services Limited","false","Services","Services","Commercial Services & Supplies","Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO)","2323","2324.06","1138859.11","512486.6","NIFTY IT","16FEB2024"
"472","EDELWEISS","Edelweiss Financial Services Limited","false","Financial Services","Financial Services","Finance","Holding Company","73","73.51","688959.49","406486.1","NIFTY FINANCIAL SERVICES","16FEB2024"
"473","EICHERMOT","Eicher Motors Limited","true","Consumer Discretionary","Automobile and Auto Components","Automobiles","2/3 Wheelers","3938","3960.46","10782465.71","5391232.85","NIFTY AUTO","16FEB2024"
"474","EIDPARRY","EID Parry India Limited","false","Commodities","Chemicals","Fertilizers & Agrochemicals","Fertilizers","597.5","595.8","1060667.61","583367.18","NIFTY FMCG","16FEB2024"
"475","EIFFL","Euro India Fresh Foods Limited","false","Fast Moving Consumer Goods","Fast Moving Consumer Goods","Food Products","Packaged Foods","138.5","137.91","34348","8930.48","","16FEB2024"
"476","EIHAHOTELS","EIH Associated Hotels Limited","false","Consumer Discretionary","Consumer Services","Leisure Services","Hotels & Resorts","740","732.02","225464.29","56366.07","NIFTY SERVICES SECTOR","16FEB2024"
"477","EIHOTEL","EIH Limited","false","Consumer Discretionary","Consumer Services","Leisure Services","Hotels & Resorts","402","397.68","2513964.01","854747.76","NIFTY SERVICES SECTOR","16FEB2024"
"478","EIMCOELECO","Eimco Elecon (India) Limited","false","Industrials","Capital Goods","Industrial Manufacturing","Industrial Products","1401","1378.27","80815.07","20203.77","NIFTY 500","16FEB2024"
"479","EKC","Everest Kanto Cylinder Limited","false","Industrials","Capital Goods","Industrial Manufacturing","Industrial Products","166","166.94","186264.75","59604.72","NIFTY 500","16FEB2024"
"480","ELDEHSG","Eldeco Housing And Industries Limited","false","Consumer Discretionary","Realty","Realty","Residential Commercial Projects","823","824.85","80925.59","34798","","16FEB2024"
"481","ELECON","Elecon Engineering Company Limited","false","Industrials","Capital Goods","Industrial Manufacturing","Industrial Products","1030","1025.41","1155659.64","450707.26","NIFTY INFRASTRUCTURE","16FEB2024"
"482","ELECTCAST","Electrosteel Castings Limited","false","Industrials","Capital Goods","Industrial Products","Iron & Steel Products","177","177.45","1052451.29","589372.72","NIFTY METAL","16FEB2024"
"483","ELECTHERM","Electrotherm (India) Limited","false","Industrials","Capital Goods","Industrial Products","Iron & Steel Products","433.5","0","55240.1","0","NIFTY METAL","16FEB2024"
"484","ELGIEQUIP","Elgi Equipments Limited","false","Industrials","Capital Goods","Industrial Products","Compressors Pumps & Diesel Engines","645","647.93","2044063.15","1389962.94","NIFTY INFRASTRUCTURE","16FEB2024"
"485","ELGIRUBCO","Elgi Rubber Company Limited","false","Industrials","Capital Goods","Industrial Products","Rubber","58.6","58.77","29329.3","9971.96","NIFTY 500","16FEB2024"
"486","ELIN","Elin Electronics Limited","false","Consumer Discretionary","Consumer Durables","Consumer Durables","Household Appliances","153.7","153.38","76326.22","51138.57","","16FEB2024"
"487","EMAMILTD","Emami Limited","false","Fast Moving Consumer Goods","Fast Moving Consumer Goods","Personal Products","Personal Care","459.85","461.82","2007245.25","903260.36","NIFTY FMCG","16FEB2024"
"488","EMAMIPAP","Emami Paper Mills Limited","false","Commodities","Forest Materials","Paper Forest & Jute Products","Paper & Paper Products","135","136.64","81673.72","20418.43","","16FEB2024"
"489","EMAMIREAL","Emami Realty Limited","false","Consumer Discretionary","Realty","Realty","Residential Commercial Projects","108.4","110.57","41022.78","15178.43","NIFTY REALTY","16FEB2024"
"490","EMIL","Electronics Mart India Limited","false","Consumer Discretionary","Consumer Services","Retailing","Speciality Retail","213.65","214.27","822015.73","221944.25","","16FEB2024"
"491","EMKAY","Emkay Global Financial Services Limited","false","Financial Services","Financial Services","Capital Markets","Stockbroking & Allied","133.2","0","32888.11","0","NIFTY FINANCIAL SERVICES","16FEB2024"
"492","EMMBI","Emmbi Industries Limited","false","Industrials","Capital Goods","Industrial Products","Packaging","112","115.3","19813.08","7925.23","NIFTY 500","16FEB2024"
"493","EMSLIMITED","EMS Limited","false","Utilities","Utilities","Other Utilities","Waste Management","505.5","504.07","280708.23","53334.56","NA","16FEB2024"
"494","EMUDHRA","eMudhra Limited","false","Information Technology","Information Technology","IT - Services","IT Enabled Services","482","482.08","399152.43","127728.78","","16FEB2024"
"495","ENDURANCE","Endurance Technologies Limited","false","Consumer Discretionary","Automobile and Auto Components","Auto Components","Auto Components & Equipments","1799.45","1779.64","2531157.62","632789.4","NIFTY AUTO","16FEB2024"
"496","ENERGYDEV","Energy Development Company Limited","false","Utilities","Power","Power","Power Generation","24.5","0","11637.5","0","NIFTY 500","16FEB2024"
"497","ENGINERSIN","Engineers India Limited","false","Industrials","Construction","Construction","Civil Construction","217.65","218.29","1223285.22","599409.76","NIFTY INFRASTRUCTURE","16FEB2024"
"498","ENIL","Entertainment Network (India) Limited","false","Consumer Discretionary","Media Entertainment & Publication","Entertainment","Media & Entertainment","307.25","309.06","146467.35","42475.53","NIFTY MEDIA","16FEB2024"
"499","ENTERO","Entero Healthcare Solutions Limited","false","","","","","1150.1","1203.93","500221.81","0","NA","16FEB2024"
"500","EPACK","EPACK Durable Limited","false","Consumer Discretionary","Consumer Durables","Consumer Durables","Household Appliances","198","201.26","189681.41","58801.24","NA","16FEB2024"
"501","EPIGRAL","Epigral Limited","false","Commodities","Chemicals","Chemicals & Petrochemicals","Specialty Chemicals","1055.1","1047.75","438395.72","127134.76","","16FEB2024"
"502","EPL","EPL Limited","false","Industrials","Capital Goods","Industrial Products","Packaging","192.8","194.36","613944.61","251717.29","","16FEB2024"
"503","EQUIPPP","Equippp Social Impact Technologies Limited","false","Information Technology","Information Technology","IT - Software","Computers - Software & Consulting","29.1","28.8","30000.71","900.02","","16FEB2024"
"504","EQUITASBNK","Equitas Small Finance Bank Limited","false","Financial Services","Financial Services","Banks","Other Bank","107","105.33","1213249.55","1201117.06","","16FEB2024"
"505","ERIS","Eris Lifesciences Limited","false","Healthcare","Healthcare","Pharmaceuticals & Biotechnology","Pharmaceuticals","889","898.36","1209291.41","399066.17","NIFTY PHARMA","16FEB2024"
"506","EROSMEDIA","Eros International Media Limited","false","Consumer Discretionary","Media Entertainment & Publication","Entertainment","Film Production Distribution & Exhibition","25.35","25.47","24314.23","20423.95","NIFTY MEDIA","16FEB2024"
"507","ESABINDIA","Esab India Limited","false","Industrials","Capital Goods","Industrial Products","Other Industrial Products","5398","5370.67","830915.22","216037.96","NIFTY INFRASTRUCTURE","16FEB2024"
"508","ESAFSFB","ESAF Small Finance Bank Limited","false","Financial Services","Financial Services","Banks","Other Bank","64.1","64.56","329973.89","36297.13","NA","16FEB2024"
"509","ESCORTS","Escorts Kubota Limited","true","Industrials","Capital Goods","Agricultural Commercial & Construction Vehicles","Tractors","2920","2949.05","3226549.22","967964.77","NIFTY 500","16FEB2024"
"510","ESSARSHPNG","Essar Shipping Limited","false","Services","Services","Transport Services","Shipping","26.2","26.75","54227.73","14099.21","NIFTY 500","16FEB2024"
"511","ESSENTIA","Integra Essentia Limited","false","Consumer Discretionary","Textiles","Textiles & Apparels","Garments & Apparels","5.35","0","48902.53","0","","16FEB2024"
"512","ESTER","Ester Industries Limited","false","Industrials","Capital Goods","Industrial Products","Packaging","94.25","97.47","78598.62","19649.65","NIFTY 500","16FEB2024"
"513","ETHOSLTD","Ethos Limited","false","Consumer Discretionary","Consumer Durables","Consumer Durables","Gems Jewellery And Watches","2381","2406.9","582879.35","209836.57","","16FEB2024"
"514","EUROTEXIND","Eurotex Industries and Exports Limited","false","Consumer Discretionary","Textiles","Textiles & Apparels","Other Textile Products","13.3","13.59","1163.73","314.21","NIFTY 500","16FEB2024"
"515","EVEREADY","Eveready Industries India Limited","false","Fast Moving Consumer Goods","Fast Moving Consumer Goods","Household Products","Household Products","346.35","346.51","251752.33","138463.78","NIFTY FMCG","16FEB2024"
"516","EVERESTIND","Everest Industries Limited","false","Commodities","Construction Materials","Cement & Cement Products","Cement & Cement Products","1231","1238.64","194225.8","95170.64","NIFTY 500","16FEB2024"
"517","EXCEL","Excel Realty N Infra Limited","false","Services","Services","Commercial Services & Supplies","Trading & Distributors","0.55","0","5431.18","0","NIFTY IT","16FEB2024"
"518","EXCELINDUS","Excel Industries Limited","false","Commodities","Chemicals","Chemicals & Petrochemicals","Specialty Chemicals","848","844.2","106599.47","42639.79","NIFTY 500","16FEB2024"
"519","EXIDEIND","Exide Industries Limited","true","Consumer Discretionary","Automobile and Auto Components","Auto Components","Auto Components & Equipments","336.6","337.42","2861100","1516383","NIFTY 500","16FEB2024"
"520","EXPLEOSOL","Expleo Solutions Limited","false","Information Technology","Information Technology","IT - Services","IT Enabled Services","1401","1397.8","217431.54","63055.15","","16FEB2024"
"521","EXXARO","Exxaro Tiles Limited","false","Consumer Discretionary","Consumer Durables","Consumer Durables","Ceramics","109.75","110.12","49103.32","15713.06","","16FEB2024"
"522","FACT","Fertilizers and Chemicals Travancore Limited","false","Commodities","Chemicals","Fertilizers & Agrochemicals","Fertilizers","783","781.4","5066573.56","506657.36","NIFTY 500","16FEB2024"
"523","FAIRCHEMOR","Fairchem Organics Limited","false","Commodities","Chemicals","Chemicals & Petrochemicals","Specialty Chemicals","1280","1287.63","166667.55","68333.69","","16FEB2024"
"524","FAZE3Q","Faze Three Limited","false","Consumer Discretionary","Textiles","Textiles & Apparels","Other Textile Products","418","410.89","101653.42","44727.5","","16FEB2024"
"525","FCL","Fineotex Chemical Limited","false","Commodities","Chemicals","Chemicals & Petrochemicals","Specialty Chemicals","442","434.78","489581.25","171353.44","NIFTY 500","16FEB2024"
"526","FCONSUMER","Future Consumer Limited","false","Consumer Discretionary","Consumer Services","Retailing","Diversified Retail","0","0","19970.35","0","NIFTY 500","16FEB2024"
"527","FCSSOFT","FCS Software Solutions Limited","false","Information Technology","Information Technology","IT - Services","IT Enabled Services","5.5","5.48","94025.42","75220.34","NIFTY IT","16FEB2024"
"528","FDC","FDC Limited","false","Healthcare","Healthcare","Pharmaceuticals & Biotechnology","Pharmaceuticals","434.7","444.77","707735.44","212320.63","NIFTY PHARMA","16FEB2024"
"529","FEDERALBNK","The Federal Bank  Limited","true","Financial Services","Financial Services","Banks","Private Sector Bank","164.25","162.93","4000000.81","3680000.74","NIFTY BANK","16FEB2024"
"530","FEDFINA","Fedbank Financial Services Limited","false","Financial Services","Financial Services","Finance","Non Banking Financial Company (NBFC)","128.5","129.38","474273.61","75883.78","NA","16FEB2024"
"531","FELDVR","Future Enterprises Limited","false","Consumer Discretionary","Consumer Services","Retailing","Diversified Retail","6.15","6.2","2421.54","678.03","NIFTY 500","16FEB2024"
"532","FIBERWEB","Fiberweb (India) Limited","false","Consumer Discretionary","Textiles","Textiles & Apparels","Other Textile Products","38.85","38.94","11185.58","6040.21","","16FEB2024"
"533","FIEMIND","Fiem Industries Limited","false","Consumer Discretionary","Automobile and Auto Components","Auto Components","Auto Components & Equipments","2408","2368.94","316888.71","104573.27","NIFTY AUTO","16FEB2024"
"534","FILATEX","Filatex India Limited","false","Consumer Discretionary","Textiles","Textiles & Apparels","Other Textile Products","66.7","67.99","296051.62","103618.07","NIFTY 500","16FEB2024"
"535","FINCABLES","Finolex Cables Limited","false","Industrials","Capital Goods","Industrial Products","Cables - Electricals","997.5","1001.61","1525569.97","747529.28","NIFTY 500","16FEB2024"
"536","FINEORG","Fine Organic Industries Limited","false","Commodities","Chemicals","Chemicals & Petrochemicals","Specialty Chemicals","4315.7","4319.96","1323192.58","330798.15","NIFTY 500","16FEB2024"
"537","FINOPB","Fino Payments Bank Limited","false","Financial Services","Financial Services","Banks","Other Bank","312","310.67","259628.62","64907.16","","16FEB2024"
"538","FINPIPE","Finolex Industries Limited","false","Industrials","Capital Goods","Industrial Products","Plastic Products - Industrial","226","224.2","1402277.81","645047.79","NIFTY 500","16FEB2024"
"539","FIVESTAR","Five-Star Business Finance Limited","false","Financial Services","Financial Services","Finance","Non Banking Financial Company (NBFC)","771.85","775.04","2255975.76","721912.24","","16FEB2024"
"540","FLAIR","Flair Writing Industries Limited","false","Fast Moving Consumer Goods","Fast Moving Consumer Goods","Household Products","Stationary","278.25","279.34","293262.64","38124.14","NA","16FEB2024"
"541","FLEXITUFF","Flexituff Ventures International Limited","false","Consumer Discretionary","Textiles","Textiles & Apparels","Other Textile Products","43.3","43.65","11640.25","7449.76","NIFTY 500","16FEB2024"
"542","FLUOROCHEM","Gujarat Fluorochemicals Limited","false","Commodities","Chemicals","Chemicals & Petrochemicals","Specialty Chemicals","3455","3493.34","3795317.5","1366314.3","","16FEB2024"
"543","FMGOETZE","Federal-Mogul Goetze (India) Limited.","false","Consumer Discretionary","Automobile and Auto Components","Auto Components","Auto Components & Equipments","372","371.08","206951.52","51737.88","NIFTY AUTO","16FEB2024"
"544","FMNL","Future Market Networks Limited","false","Services","Services","Commercial Services & Supplies","Diversified Commercial Services","8.1","8.21","4661.09","1631.38","NIFTY 500","16FEB2024"
"545","FOCUS","Focus Lighting and Fixtures Limited","false","Consumer Discretionary","Consumer Durables","Consumer Durables","Consumer Electronics","179.5","180.89","118973.63","24984.46","","16FEB2024"
"546","FOODSIN","Foods & Inns Limited","false","Fast Moving Consumer Goods","Fast Moving Consumer Goods","Food Products","Packaged Foods","149.6","148.4","80338.06","42579.17","","16FEB2024"
"547","FORCEMOT","FORCE MOTORS LTD","false","Consumer Discretionary","Automobile and Auto Components","Automobiles","Passenger Cars & Utility Vehicles","5259","5230.88","685400.95","253598.35","NA","16FEB2024"
"548","FORTIS","Fortis Healthcare Limited","false","Healthcare","Healthcare","Healthcare Services","Hospital","432.5","434.08","3265193.99","2252983.85","NIFTY PHARMA","16FEB2024"
"549","FOSECOIND","Foseco India Limited","false","Commodities","Chemicals","Chemicals & Petrochemicals","Specialty Chemicals","3700.35","3719.33","236321.34","30721.77","NIFTY 500","16FEB2024"
"550","FSL","Firstsource Solutions Limited","false","Services","Services","Commercial Services & Supplies","Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO)","199.8","200.06","1392587.67","612738.57","NIFTY IT","16FEB2024"
"551","FUSION","Fusion Micro Finance Limited","false","Financial Services","Financial Services","Finance","Microfinance Institutions","555.1","555.98","560783.59","179450.75","","16FEB2024"
"552","GABRIEL","Gabriel India Limited","false","Consumer Discretionary","Automobile and Auto Components","Auto Components","Auto Components & Equipments","369.8","363.25","531195.29","233725.93","NIFTY AUTO","16FEB2024"
"553","GAEL","Gujarat Ambuja Exports Limited","false","Fast Moving Consumer Goods","Fast Moving Consumer Goods","Agricultural Food & other Products","Other Agricultural Products","364.8","362.8","836615.28","250984.59","NIFTY FMCG","16FEB2024"
"554","GAIL","GAIL (India) Limited","true","Energy","Oil Gas & Consumable Fuels","Gas","Gas Transmission/Marketing","182.4","183.81","11992981.75","4917122.52","NIFTY 500","16FEB2024"
"555","GALAXYSURF","Galaxy Surfactants Limited","false","Commodities","Chemicals","Chemicals & Petrochemicals","Specialty Chemicals","2545","2540.84","902323.44","261673.8","NIFTY 500","16FEB2024"
"556","GALLANTT","Gallantt Ispat Limited","false","Industrials","Capital Goods","Industrial Products","Iron & Steel Products","223.95","223.82","540348.68","64841.84","NIFTY METAL","16FEB2024"
"557","GANDHAR","Gandhar Oil Refinery (India) Limited","false","Energy","Oil Gas & Consumable Fuels","Petroleum Products","Lubricants","261.3","261.02","255733.84","56261.45","NA","16FEB2024"
"558","GANDHITUBE","Gandhi Special Tubes Limited","false","Industrials","Capital Goods","Industrial Products","Iron & Steel Products","827","832.4","106836.95","25640.87","NIFTY METAL","16FEB2024"
"559","GANECOS","Ganesha Ecosphere Limited","false","Consumer Discretionary","Textiles","Textiles & Apparels","Other Textile Products","1063","1083.16","269438.44","148191.14","NIFTY 500","16FEB2024"
"560","GANESHBE","Ganesh Benzoplast Limited","false","Energy","Oil Gas & Consumable Fuels","Oil","Oil Storage & Transportation","192.5","197.38","134729.64","61975.63","","16FEB2024"
"561","GANESHHOUC","Ganesh Housing Corporation Limited","false","Consumer Discretionary","Realty","Realty","Residential Commercial Projects","758.8","762.59","632741.24","170840.13","NIFTY REALTY","16FEB2024"
"562","GANGAFORGE","Ganga Forging Limited","false","Industrials","Capital Goods","Industrial Products","Castings & Forgings","0","0","16311.77","0","","16FEB2024"
"563","GANGESSECU","Ganges Securities Limited","false","Fast Moving Consumer Goods","Fast Moving Consumer Goods","Agricultural Food & other Products","Tea & Coffee","128.55","130.27","12859.74","4115.12","NIFTY FINANCIAL SERVICES","16FEB2024"
"564","GARFIBRES","Garware Technical Fibres Limited","false","Consumer Discretionary","Textiles","Textiles & Apparels","Other Textile Products","3480","3483.57","709160.28","319122.13","NIFTY 500","16FEB2024"
"565","GATECH","GACM Technologies Limited","false","Financial Services","Financial Services","Capital Markets","Stockbroking & Allied","2.1","0","8348.34","0","","16FEB2024"
"566","GATECHDVR","GACM Technologies Limited","false","Financial Services","Financial Services","Capital Markets","Stockbroking & Allied","5.6","5.53","3310.12","3177.71","","16FEB2024"
"567","GATEWAY","Gateway Distriparks Limited","false","Services","Services","Transport Services","Logistics Solution Provider","108.75","109.36","543362.67","369486.62","","16FEB2024"
"568","GEECEE","GeeCee Ventures Limited","false","Consumer Discretionary","Realty","Realty","Residential Commercial Projects","297.4","297.23","62191.48","19901.27","NIFTY 500","16FEB2024"
"569","GEEKAYWIRE","Geekay Wires Limited","false","Industrials","Capital Goods","Electrical Equipment","Other Electrical Equipment","111.8","108.95","58426.68","23954.94","","16FEB2024"
"570","GENCON","Generic Engineering Construction and Projects Limited","false","Consumer Discretionary","Realty","Realty","Residential Commercial Projects","55.9","56.18","29647.25","10376.54","","16FEB2024"
"571","GENESYS","Genesys International Corporation Limited","false","Information Technology","Information Technology","IT - Services","IT Enabled Services","502.1","504.02","198121.65","114910.56","NIFTY IT","16FEB2024"
"572","GENSOL","Gensol Engineering Limited","false","Industrials","Capital Goods","Electrical Equipment","Other Electrical Equipment","1273.1","1299.52","471837.99","165143.3","NA","16FEB2024"
"573","GENUSPAPER","Genus Paper & Boards Limited","false","Commodities","Forest Materials","Paper Forest & Jute Products","Paper & Paper Products","22.95","22.99","59010.4","18293.23","NIFTY 500","16FEB2024"
"574","GENUSPOWER","Genus Power Infrastructures Limited","false","Industrials","Capital Goods","Electrical Equipment","Other Electrical Equipment","273","285.15","703727.26","267416.36","NIFTY INFRASTRUCTURE","16FEB2024"
"575","GEOJITFSL","Geojit Financial Services Limited","false","Financial Services","Financial Services","Capital Markets","Stockbroking & Allied","77.4","78.29","185096.78","74038.71","NIFTY FINANCIAL SERVICES","16FEB2024"
"576","GEPIL","GE Power India Limited","false","Industrials","Capital Goods","Electrical Equipment","Heavy Electrical Equipment","279.8","283.83","188102.46","58311.76","NIFTY INFRASTRUCTURE","16FEB2024"
"577","GESHIP","The Great Eastern Shipping Company Limited","false","Services","Services","Transport Services","Shipping","948.4","966.04","1354003.75","934262.59","NIFTY 500","16FEB2024"
"578","GET&D","GE T&D India Limited","false","Industrials","Capital Goods","Electrical Equipment","Heavy Electrical Equipment","783.1","801.07","2005100.42","481224.1","NIFTY INFRASTRUCTURE","16FEB2024"
"579","GFLLIMITED","GFL Limited","false","Financial Services","Financial Services","Finance","Holding Company","87.2","87.17","95789.2","29694.65","","16FEB2024"
"580","GHCL","GHCL Limited","false","Commodities","Chemicals","Chemicals & Petrochemicals","Commodity Chemicals","511.55","515.9","489676.05","386844.08","NIFTY 500","16FEB2024"
"581","GHCLTEXTIL","GHCL Textiles Limited","false","Consumer Discretionary","Textiles","Textiles & Apparels","Other Textile Products","86.15","86.28","82347.15","65054.25","NA","16FEB2024"
"582","GICHSGFIN","GIC Housing Finance Limited","false","Financial Services","Financial Services","Finance","Housing Finance Company","246.7","248.06","132850.58","75724.83","NIFTY FINANCIAL SERVICES","16FEB2024"
"583","GICRE","General Insurance Corporation of India","false","Financial Services","Financial Services","Insurance","General Insurance","421","424.31","7386024","1034043.36","NA","16FEB2024"
"584","GILLANDERS","Gillanders Arbuthnot & Company Limited","false","Fast Moving Consumer Goods","Fast Moving Consumer Goods","Agricultural Food & other Products","Tea & Coffee","114","112.26","24330.27","7055.78","NIFTY 500","16FEB2024"
"585","GILLETTE","Gillette India Limited","false","Fast Moving Consumer Goods","Fast Moving Consumer Goods","Personal Products","Personal Care","6675","6697.5","2175063.23","543765.81","NIFTY FMCG","16FEB2024"
"586","GINNIFILA","Ginni Filaments Limited","false","Consumer Discretionary","Textiles","Textiles & Apparels","Other Textile Products","39.2","39.68","33574.83","10072.45","NIFTY 500","16FEB2024"
"587","GIPCL","Gujarat Industries Power Company Limited","false","Utilities","Power","Power","Power Generation","195","199.97","294939.82","106178.33","NIFTY INFRASTRUCTURE","16FEB2024"
"588","GKWLIMITED","GKW Limited","false","Financial Services","Financial Services","Finance","Investment Company","1665","1644.6","99342.23","24835.56","NIFTY 500","16FEB2024"
"589","GLAND","Gland Pharma Limited","false","Healthcare","Healthcare","Pharmaceuticals & Biotechnology","Pharmaceuticals","1984.5","2009.4","3268509.66","1372774.06","","16FEB2024"
"590","GLAXO","GlaxoSmithKline Pharmaceuticals Limited","false","Healthcare","Healthcare","Pharmaceuticals & Biotechnology","Pharmaceuticals","2257","2253.28","3823494.19","917638.6","NIFTY PHARMA","16FEB2024"
"591","GLENMARK","Glenmark Pharmaceuticals Limited","true","Healthcare","Healthcare","Pharmaceuticals & Biotechnology","Pharmaceuticals","868.95","874.68","2451900.19","1299507.1","NIFTY PHARMA","16FEB2024"
"592","GLFL","Gujarat Lease Financing Limited","false","Financial Services","Financial Services","Finance","Other Financial Services","0","0","2495.57","0","NIFTY FINANCIAL SERVICES","16FEB2024"
"593","GLOBAL","Global Education Limited","false","Consumer Discretionary","Consumer Services","Other Consumer Services","Education","270","270.27","54973.62","14842.88","","16FEB2024"
"594","GLOBALVECT","Global Vectra Helicorp Limited","false","Services","Services","Transport Services","Airline","126.85","125.94","17759","4439.75","NIFTY 500","16FEB2024"
"595","GLOBE","Globe Textiles (India) Limited","false","Consumer Discretionary","Textiles","Textiles & Apparels","Other Textile Products","4.1","0","6196.8","0","","16FEB2024"
"596","GLOBUSSPR","Globus Spirits Limited","false","Fast Moving Consumer Goods","Fast Moving Consumer Goods","Beverages","Breweries & Distilleries","809.8","810.39","233402.98","114367.46","NIFTY 500","16FEB2024"
"597","GLS","Glenmark Life Sciences Limited","false","Healthcare","Healthcare","Pharmaceuticals & Biotechnology","Pharmaceuticals","875","876.33","1072112.76","182259.17","","16FEB2024"
"598","GMBREW","GM Breweries Limited","false","Fast Moving Consumer Goods","Fast Moving Consumer Goods","Beverages","Breweries & Distilleries","643","643.86","117524.58","29381.14","NIFTY 500","16FEB2024"
"599","GMDCLTD","Gujarat Mineral Development Corporation Limited","false","Commodities","Metals & Mining","Minerals & Mining","Industrial Minerals","408.95","410.5","1300461","338119.86","NIFTY METAL","16FEB2024"
"600","GMMPFAUDLR","GMM Pfaudler Limited","false","Industrials","Capital Goods","Industrial Manufacturing","Industrial Products","1383","1391.83","621758.41","460101.22","NIFTY INFRASTRUCTURE","16FEB2024"
"601","GMRINFRA","GMR Airports Infrastructure Limited","true","Services","Services","Transport Infrastructure","Airport & Airport services","88.75","89.96","5356901.43","2196329.59","NIFTY INFRASTRUCTURE","16FEB2024"
"602","GMRP&UI","GMR Power and Urban Infra Limited","false","Industrials","Construction","Construction","Civil Construction","51.2","51.92","309040.4","123616.16","","16FEB2024"
"603","GNA","GNA Axles Limited","false","Consumer Discretionary","Automobile and Auto Components","Auto Components","Auto Components & Equipments","432","430.53","185461.06","59347.54","NIFTY AUTO","16FEB2024"
"604","GNFC","Gujarat Narmada Valley Fertilizers and Chemicals Limited","true","Commodities","Chemicals","Chemicals & Petrochemicals","Commodity Chemicals","658.15","662.55","967090.11","551241.36","NIFTY 500","16FEB2024"
"605","GOACARBON","Goa Carbon Limited","false","Commodities","Metals & Mining","Minerals & Mining","Industrial Minerals","890.5","901.59","81490.12","31781.15","NIFTY 500","16FEB2024"
"606","GOCLCORP","GOCL Corporation Limited","false","Commodities","Chemicals","Chemicals & Petrochemicals","Explosives","453.9","451.99","225009.53","56252.38","NIFTY 500","16FEB2024"
"607","GOCOLORS","Go Fashion (India) Limited","false","Consumer Discretionary","Consumer Services","Retailing","Speciality Retail","1190","1190.98","642706.91","302072.25","","16FEB2024"
"608","GODFRYPHLP","Godfrey Phillips India Limited","false","Fast Moving Consumer Goods","Fast Moving Consumer Goods","Cigarettes & Tobacco Products","Cigarettes & Tobacco Products","2539.9","2569.41","1320593.57","356560.27","NIFTY 500","16FEB2024"
"609","GODHA","Godha Cabcon & Insulation Limited","false","Industrials","Capital Goods","Industrial Manufacturing","Industrial Products","0.7","0","4663.68","0","","16FEB2024"
"610","GODREJAGRO","Godrej Agrovet Limited","false","Fast Moving Consumer Goods","Fast Moving Consumer Goods","Food Products","Animal Feed","514.2","517.99","988348.25","168019.2","NIFTY 500","16FEB2024"
"611","GODREJCP","Godrej Consumer Products Limited","true","Fast Moving Consumer Goods","Fast Moving Consumer Goods","Personal Products","Personal Care","1236.15","1239.74","12643593.5","4678129.59","NIFTY FMCG","16FEB2024"
"612","GODREJIND","Godrej Industries Limited","false","Diversified","Diversified","Diversified","Diversified","809.65","819.3","2726016.58","517943.15","NIFTY 500","16FEB2024"
"613","GODREJPROP","Godrej Properties Limited","true","Consumer Discretionary","Realty","Realty","Residential Commercial Projects","2290.2","2305.41","6367663.79","2610742.15","NIFTY REALTY","16FEB2024"
"614","GOKEX","Gokaldas Exports Limited","false","Consumer Discretionary","Textiles","Textiles & Apparels","Garments & Apparels","879","880.21","533126.63","458488.9","NIFTY 500","16FEB2024"
"615","GOKUL","Gokul Refoils and Solvent Limited","false","Fast Moving Consumer Goods","Fast Moving Consumer Goods","Agricultural Food & other Products","Edible Oil","52.5","52.57","51972.38","14552.26","NIFTY FMCG","16FEB2024"
"616","GOKULAGRO","Gokul Agro Resources Limited","false","Fast Moving Consumer Goods","Fast Moving Consumer Goods","Agricultural Food & other Products","Edible Oil","115.7","115.67","170707.67","46091.07","NIFTY FMCG","16FEB2024"
"617","GOLDIAM","Goldiam International Limited","false","Consumer Discretionary","Consumer Durables","Consumer Durables","Gems Jewellery And Watches","205","206.13","218930","70057.6","NIFTY 500","16FEB2024"
"618","GOLDTECH","AION-TECH SOLUTIONS LIMITED","false","Information Technology","Information Technology","IT - Software","Computers - Software & Consulting","154","0","53256.38","0","NIFTY IT","16FEB2024"
"619","GOODLUCK","Goodluck India Limited","false","Industrials","Capital Goods","Industrial Products","Iron & Steel Products","979","992.25","311066.57","127537.29","NIFTY METAL","16FEB2024"
"620","GOYALALUM","Goyal Aluminiums Limited","false","Services","Services","Commercial Services & Supplies","Trading & Distributors","9.3","0","13274.15","0","","16FEB2024"
